cluster.index	CF_componentindex	CF_kingdom	CF_superclass	CF_class	CF_subclass	CF_directparent	CF_substituents	CF_score	CF_kingdom_scores	CF_superclass_scores	CF_class_scores	CF_subclass_scores	CF_directparent_scores	CF_substituents_scores
54	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
38	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
641	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
225	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
1960	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
653	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
840	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
1297	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
1023	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
1108	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
501	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
1467	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
849	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
2043	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
538	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
622	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
1412	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
2095	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
1364	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
978	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
771	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
24	34	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Aliphatic homopolycyclic compound;Carbonyl group;Carboxylic acid;Carboxylic acid derivative;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.914	0.599	0.489	0.487	0.038;0.035;0.047;0.038;0.046;0.048;0.048;0.046;0.046;0.034
1449	35	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Xanthones	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monosaccharide;Organic oxide;Organic oxygen compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.631	0.486	0.459	0.162	0.025;0.024;0.027;0.029;0.023;0.028;0.029;0.029;0.026;0.024
294	35	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Xanthones	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monosaccharide;Organic oxide;Organic oxygen compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.631	0.486	0.459	0.162	0.025;0.024;0.027;0.029;0.023;0.028;0.029;0.029;0.026;0.024
788	35	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Xanthones	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monosaccharide;Organic oxide;Organic oxygen compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.631	0.486	0.459	0.162	0.025;0.024;0.027;0.029;0.023;0.028;0.029;0.029;0.026;0.024
1550	35	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Xanthones	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monosaccharide;Organic oxide;Organic oxygen compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.631	0.486	0.459	0.162	0.025;0.024;0.027;0.029;0.023;0.028;0.029;0.029;0.026;0.024
1158	35	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Xanthones	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monosaccharide;Organic oxide;Organic oxygen compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.631	0.486	0.459	0.162	0.025;0.024;0.027;0.029;0.023;0.028;0.029;0.029;0.026;0.024
984	35	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Xanthones	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monosaccharide;Organic oxide;Organic oxygen compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.631	0.486	0.459	0.162	0.025;0.024;0.027;0.029;0.023;0.028;0.029;0.029;0.026;0.024
353	35	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Xanthones	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monosaccharide;Organic oxide;Organic oxygen compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.631	0.486	0.459	0.162	0.025;0.024;0.027;0.029;0.023;0.028;0.029;0.029;0.026;0.024
1185	35	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Xanthones	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monosaccharide;Organic oxide;Organic oxygen compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.631	0.486	0.459	0.162	0.025;0.024;0.027;0.029;0.023;0.028;0.029;0.029;0.026;0.024
645	37	Organic compounds	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	Hydrolyzable tannins	1-hydroxy-2-unsubstituted benzenoid;1-hydroxy-4-unsubstituted benzenoid;Carboxylic acid ester;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.83	1	0.69	0.655	0.607	0.607	0.03;0.029;0.029;0.031;0.031;0.03;0.029;0.03;0.029;0.029
1143	37	Organic compounds	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	Hydrolyzable tannins	1-hydroxy-2-unsubstituted benzenoid;1-hydroxy-4-unsubstituted benzenoid;Carboxylic acid ester;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.83	1	0.69	0.655	0.607	0.607	0.03;0.029;0.029;0.031;0.031;0.03;0.029;0.03;0.029;0.029
236	37	Organic compounds	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	Hydrolyzable tannins	1-hydroxy-2-unsubstituted benzenoid;1-hydroxy-4-unsubstituted benzenoid;Carboxylic acid ester;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.83	1	0.69	0.655	0.607	0.607	0.03;0.029;0.029;0.031;0.031;0.03;0.029;0.03;0.029;0.029
11	37	Organic compounds	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	Hydrolyzable tannins	1-hydroxy-2-unsubstituted benzenoid;1-hydroxy-4-unsubstituted benzenoid;Carboxylic acid ester;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.83	1	0.69	0.655	0.607	0.607	0.03;0.029;0.029;0.031;0.031;0.03;0.029;0.03;0.029;0.029
323	37	Organic compounds	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	Hydrolyzable tannins	1-hydroxy-2-unsubstituted benzenoid;1-hydroxy-4-unsubstituted benzenoid;Carboxylic acid ester;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.83	1	0.69	0.655	0.607	0.607	0.03;0.029;0.029;0.031;0.031;0.03;0.029;0.03;0.029;0.029
937	37	Organic compounds	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	Hydrolyzable tannins	1-hydroxy-2-unsubstituted benzenoid;1-hydroxy-4-unsubstituted benzenoid;Carboxylic acid ester;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.83	1	0.69	0.655	0.607	0.607	0.03;0.029;0.029;0.031;0.031;0.03;0.029;0.03;0.029;0.029
2223	37	Organic compounds	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	Hydrolyzable tannins	1-hydroxy-2-unsubstituted benzenoid;1-hydroxy-4-unsubstituted benzenoid;Carboxylic acid ester;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.83	1	0.69	0.655	0.607	0.607	0.03;0.029;0.029;0.031;0.031;0.03;0.029;0.03;0.029;0.029
1298	37	Organic compounds	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	Hydrolyzable tannins	1-hydroxy-2-unsubstituted benzenoid;1-hydroxy-4-unsubstituted benzenoid;Carboxylic acid ester;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.83	1	0.69	0.655	0.607	0.607	0.03;0.029;0.029;0.031;0.031;0.03;0.029;0.03;0.029;0.029
1674	37	Organic compounds	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	Hydrolyzable tannins	1-hydroxy-2-unsubstituted benzenoid;1-hydroxy-4-unsubstituted benzenoid;Carboxylic acid ester;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.83	1	0.69	0.655	0.607	0.607	0.03;0.029;0.029;0.031;0.031;0.03;0.029;0.03;0.029;0.029
1333	37	Organic compounds	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	Hydrolyzable tannins	1-hydroxy-2-unsubstituted benzenoid;1-hydroxy-4-unsubstituted benzenoid;Carboxylic acid ester;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.83	1	0.69	0.655	0.607	0.607	0.03;0.029;0.029;0.031;0.031;0.03;0.029;0.03;0.029;0.029
293	37	Organic compounds	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	Hydrolyzable tannins	1-hydroxy-2-unsubstituted benzenoid;1-hydroxy-4-unsubstituted benzenoid;Carboxylic acid ester;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.83	1	0.69	0.655	0.607	0.607	0.03;0.029;0.029;0.031;0.031;0.03;0.029;0.03;0.029;0.029
2032	37	Organic compounds	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	Hydrolyzable tannins	1-hydroxy-2-unsubstituted benzenoid;1-hydroxy-4-unsubstituted benzenoid;Carboxylic acid ester;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.83	1	0.69	0.655	0.607	0.607	0.03;0.029;0.029;0.031;0.031;0.03;0.029;0.03;0.029;0.029
290	38	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Oxacycle;Oxane;Polyol;Primary alcohol;Secondary alcohol;Sulfate-ester;Sulfuric acid ester;Sulfuric acid monoester;Triterpene saponin;Triterpenoid	1	1	1	1	1	1	0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036
232	38	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Oxacycle;Oxane;Polyol;Primary alcohol;Secondary alcohol;Sulfate-ester;Sulfuric acid ester;Sulfuric acid monoester;Triterpene saponin;Triterpenoid	1	1	1	1	1	1	0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036
108	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
142	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
152	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
181	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
1651	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
2189	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
1192	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
110	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
187	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
9	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
329	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
270	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
1033	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
472	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
1555	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
133	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
101	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
579	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
666	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
200	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
879	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
68	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
