cluster.index	CF_componentindex	CF_kingdom	CF_superclass	CF_class	CF_subclass	CF_directparent	CF_substituents	CF_score	CF_kingdom_scores	CF_superclass_scores	CF_class_scores	CF_subclass_scores	CF_directparent_scores	CF_substituents_scores
2221	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
540	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
541	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
546	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
845	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
545	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
140	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
549	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
149	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2089	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1738	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
415	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2086	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2087	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2084	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2085	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
412	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1384	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
753	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1386	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
418	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
419	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1382	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1383	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
754	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2155	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
366	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
938	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2150	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
365	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1596	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1591	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
933	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
932	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
931	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
930	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
382	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1025	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1018	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
385	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1031	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
387	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1462	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
389	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2190	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1317	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1953	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1952	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1959	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2195	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1312	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
828	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
825	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
607	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2121	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
826	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2123	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2122	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
823	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
822	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1536	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1207	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2202	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1481	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
315	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2206	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2207	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1484	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
941	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1679	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
797	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
796	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
795	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1332	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
164	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
728	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1699	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1117	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
464	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
162	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2215	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1139	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1136	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1354	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
963	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1276	151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
480	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
199	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
198	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2102	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1979	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1007	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1293	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1600	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1603	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1002	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1454	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
878	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1606	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1457	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1225	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1727	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
627	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
626	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1717	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
624	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
902	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
903	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
900	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1228	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
906	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1648	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2031	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2030	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
909	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1244	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
608	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1633	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
892	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1983	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1154	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1157	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1156	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1151	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2166	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1153	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2160	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2163	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1554	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1947	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
208	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1553	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1572	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1571	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1556	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2231	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1577	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
760	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
761	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2235	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2234	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
53	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
973	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1962	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
536	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2185	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1079	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
859	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2094	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
531	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1075	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1729	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
658	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2093	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
429	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
428	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2098	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2188	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
749	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
420	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
423	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
526	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
425	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1054	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2183	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
928	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
929	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2187	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2144	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1694	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
674	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2141	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2140	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
920	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
224	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
922	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2245	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1231	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1232	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2213	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
927	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2211	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2210	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2216	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2025	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
617	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
615	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1929	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1491	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
830	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
831	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1470	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1324	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
599	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
159	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1474	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
839	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1478	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2069	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2060	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1307	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
787	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1308	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1948	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1934	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1525	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1725	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1943	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
789	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
440	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
447	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1526	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1642	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
493	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2254	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
470	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
471	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
812	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1371	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
815	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1733	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1370	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1681	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1583	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1683	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1523	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1586	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1420	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1584	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2132	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2133	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2130	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1495	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
951	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1248	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1498	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1499	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
505	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
502	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
503	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
956	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
735	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1212	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1213	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
736	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1706	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1216	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1026	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1393	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1392	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
979	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1128	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1129	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
461	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1028	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1106	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1107	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1123	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1124	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1125	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2110	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2111	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1514	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1050	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
714	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
