row ID,Alphitonia philippinensis (1),Berchemia floribunda (2),Berchemia giraldiana (3),Berchemia hirtella (4),Berchemia huana (5),Berchemia kulingensis (6),Berchemia lineata (7),Berchemia loureiroana (8),Berchemia sinica (9),Berchemia yunnanensis (10),Ceanothus asiaticus (11),Colubrina arborescens (12),Colubrina asiatica (13),Colubrina pubescens (14),Colubrina spinosa (15),Gouania leptostachya (16),Guoania javanica (17),Gouania leptostachya (18),Gouania hypoglauca (19),Gouania polygama (20),Hovenia acerba (21),Hovenia acerba var. kiukiangensis (22),Karwinskia calderonii (23),Krugiodendron ferreum (24),Paliurus perforatus (25),Rhamnella franguloides (26),Rhamnella tonkinensis (27),Rhamnus crenata (28),Rhamnus davurica (29),Rhamnus diamantiaca (30),Rhamnus erythroxylon (31),Rhamnus globosa (32),Rhamnus hainanensis (33),Rhamnus koraiensis (34),Rhamnus leptophylla (35),Rhamnus longipes (36),Rhamnus napalensis (37),Rhamnus oreodendron (38),Rhamnus parvifolia (39),Rhamnus rosthornii (40),Rhamnus sphaerosperma (41),Rhamnus subapetala (42),Rhamnus utilis (43),Sageretia pauciflora (44),Sageretia thea (45),Scutia eberhardtia (46),Scutia myrtina (47),Ventilago calyculata (48),Ventilago calyculata var. trichoclada (49),Ventilago cristata (50),Ventilago denticulate (51),Ventilago inaequilateralis (52),Ventilago leiocarpa (53),Ventilago leiocarpa var. pubescens (54),Ventilago maderaspatana (55),Ventilago oblongifolia (56),Ventilago pauciflora (57),Ziziphus apetala (58),Ziziphus attopensis (59),Ziziphus cambodiana (60),Ziziphus funiculosa (61),Ziziphus guatemalensis (62),Ziziphus horsfieldii (63),Ziziphus incurva (64),Ziziphus mauritiana (65),Ziziphus oenopolia (66),Ziziphus poilaneo (67),Ziziphus rotundifolia (68),Ziziphus rugosa (69),Ziziphus rugosa var. harmandii (70),Ziziphus thyrsiflora (71)
32,0,0,0,0,0,0,0,0,0,0,0,169064.1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,23.4726,0,0,0,0,0,16.8354,4.3911,11.661,0,0,0,60.9375,0,120.75,0,67.086,6.7944,0,0,24.309,9.6729,25.7634,14.196,9.6795,11.6955,10.4313,0,0,0,15.0948,0,11.121,0,34.083,0,0,69.1824,0,17.0343,0,32.244,0,0,0,21.8268,0,0,24.2265,21.1926,10.6911,0,16.224,0,0,0,33.6753,0,338.58,12.735,0,14.7096,7.5726,20.223,0,0,18.699,168290.8919
34,0,0,0,0,0,316050.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18694.18494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1429.000762,12.1896,0,10.6785,0,17.5665,0,19.2888,0,7.152,179.655017,20.3346,15.8112,106.9596,5176.197788,69.8292,8.2317,51.93538685,15.219,290.1312,215.4569945,37.44,17.1138,20.8836,0,7.17,0,14.7291,14.2128,13.7538,12.1104,0,0,19.5525,0,27.0225,0,0,0,30.3324,26.9052,0,19.0704,0,43.158,0,0,11.7162,7.887,0,9.6471,0,30.6,0,0,0,0,0,15.408,25.5,18.3276,266268.895,641.8505493,13.218,218.4569469,39.8526,11.8962,6375.323137,33.3144,0,66354.14325
36,130.1149167,62.505,19.512,140.829,784.3293164,107.784,15.768,37.74,22.44,39.483,11.934,9.126,37.449,27.54,1047.628704,16.32,37.74,27.885,3821.174625,133.4796621,180.72,2721.098596,0,38.25,0,185.4762244,18.48,24.459,30.051,46.17,201.663,1247.020293,494.6302266,111.315,173.913,124.6931506,15.81,126.189,53.244,1076.774005,945.8353213,170.271,34.65,24.3,81.84,6991.12662,47.226,19.38,0,34.689,48.51,110.43,16.83,38.94,62.496,75.30514343,151.425,3343.865825,393.7335059,134.574,54.426,6151.868895,100.17,3307.278459,424.788,369.954806,389.8853542,90.18297363,202.332,157.677,165815.2359
37,7.176,0,0,6.84,0,0,29.0808,0,10.7289,14.8215,163529.2357,16.731,4576.600728,202.4665825,55.9358395,134.1143674,15.678,39.68177631,22.8285,418.7269436,49.9776,20.7195,12.615,15.3159,12.7275,15.3,0,19.6509,13.7133,0,0,315.978,0,41.382,0,0,24.4368,10.212,63.825,0,298.5408,0,0,0,9.612,23.085,36.3165,0,0,0,0,0,32.9562,6.4908,14.1048,0,0,21.9429,39.9105,27.96,6.4584,151.8375,47.82562646,33.3288,52.1766,28.56,14.52,155.3625,14.6004,0,149.724
38,132.0972729,203.223,69.552,17.85,150.96,77.688,0,22.26,25.53,0,0,0,41.553,38.88,3673.451693,0,0,27.855,2578.888475,117.0642761,203.49,151.6244063,30.324,320.5317722,18.078,31.32,20.91,22.794,0,12.24,16.425,22.392,48.83981378,138.207,108.324,22.338,12.75,239.733,15.3,50.88,227.886,103.572,0,26.64,64.428,163262.4249,301.086,45.39,23.112,36.96,29.169,24.3,30.132,73.035,29.241,82.05,179.1,93.702,89.65535504,21.72,21.186,76.6108125,34.146,169.14,109.995,32.214,60.711,23.598,144.963,34.32,234.234
39,137821.0392,93.51930945,33.00762085,9.18,55.08,45.51,143.928,10.647,49.275,18.009,1201.348723,357.834,6530.936261,834.8488835,278855.2158,7436.708086,248.28,92910.27559,14333.25366,176794.7362,708.7169211,278225.8795,894.4351051,149.688,40.92,239.382,147.258,27.225,61.407,64.1967583,11.154,41.328,115.4299578,60.27,61.488,53.214,40.92,38.76,32.628,63.51,64.272,25.857,18.72,19.14,22.90897339,787.5510762,27.54,9.126,230.9106736,9.18,0,11.22,21.12,73.5,27.03,27.057,13.689,9411.006548,202.5504102,17829.43902,60.081,33459.29794,5621.910998,223590.2043,880.818,4283.119453,1130.790375,241268.3885,205365.4422,28380.002,9573.263391
40,11.73,0,47.334,29.2896,9.6876,4.6134,14.1792,117.876,17.088,40.1247,13.8168,20.3736,33.16750759,26.2587,19.272,0,16.7805,8.883,7.152,28.7406,20.2776,18.3492,10.6344,25.275,23.76,20.2671,17.289,41.6367,17.1834,34.5216,34.32,29.7786,23.5872,31.845,201144.5986,34.7784,157258.578,25.8219,10.7856,0,144.5184,0,88305.29659,23.1525,21.0822,25.2495,36.087,58.3815,8.985,16.9482,27.4284,31.8825,41.985,17.112,15.345,19.716,11.2992,6.282,26.1072,7.218,44.0625,41.8203,47.9106,12.9168,58.7196,31.125,33.606,16.5753,25.9182,50.2605,58.1304
41,0,42.13885626,30.97872773,21.54664383,91.63139584,63.8454,37.09325894,67.8678,19.8522,27.85519787,0,37.4535,17.8605,0,0,62.7315,0,120.132,29.9391,47.0106,0,14.4342,18.7818,21.2562,0,11.2002,15.219,18.7812,162067.3798,277825.8312,10371.97355,150827.1977,468341.7383,363240.7319,169291.6282,9383.70367,15.4026,133124.4099,323106.8692,1335.392082,150321.4904,590567.9556,11822.90519,5649.712031,17.1612,668.7881135,191.5475428,3766.714445,18.2376,122.3676785,1756.170621,160.0369836,244377.0725,2251.085673,375.627,94.3578,4913.502994,68.2164,97.6599,7.182,47.3463,77.625,30.36,38.205,24.4374,0,31.32,8.7192,10.0296,0,27.0432
42,930.73943,0,22.9905,10.6848,0,0,0,0,0,0,199.6236,10.128,30.5172,0,80546.09224,31.8444,0,129.8745,0,56.37,0,27.438,132.9804,214.2102,12.7125,0,11.3856,0,0,87.843,0,12.6375,0,0,0,0,22.1145,0,0,0,0,0,0,0,13.7142,417.8886,0,12.2256,0,0,0,0,0,0,0,0,0,222153.8716,0,148.068,0,0,24.363,209.508,5883.283214,370.5648416,28.125,4319.132955,1078.94129,0,0
43,0,23.571,21.3696,23.4726,0,0,0,0,0,16.8354,4.3911,11.661,0,20.0016,0,60.9375,0,120.75,0,67.086,6.7944,0,24.696,24.309,9.6729,25.7634,14.196,9.6795,11.6955,10.4313,0,0,0,13.32,0,11.121,0,34.083,0,0,69.1824,0,17.0343,0,32.244,0,0,0,21.8268,0,0,24.2265,21.1926,10.6911,0,0,0,0,0,33.6753,0,849.8587978,12.735,0,14.7096,7.5726,20.223,0,0,18.699,150265.6571
44,9887.614919,132.111,197.118,138.6,56.808,0,16.14,17.238,63.27,14.58,55.65,0,72,21.87,7631.831637,201674.1066,21959.48517,526857.0241,61445.42871,659167.0285,3163.928988,7406.808325,1321.795987,518.8590762,182.8062922,22.44,22.95,99.762,11.22,50.16,26.871,14.196,90.132,29.241,64.44523865,161.5131504,24.843,17.901,12.168,30.42,29.97,16.731,14.196,37.584,13.338,55.12235889,106.407,30.09,367.1894531,0,12.75,13.26,0,11.22,17.34,25.992,17.238,149.475,24.99,172.3557513,31.164,119.82,47.709,155106.8414,148434.7318,2947.335961,60.39652927,206635.8747,397.587453,41.82,496914.1218
45,107.781,31.407,0,845.0256687,143.658,46.98,34.485,37.08,0,32.58,0,0,275.034,44.6800296,121.626,32.193,83.97,164.763,26.712,130.014,113.772,69.3,13.608,29.592,0,18.078,0,19.44,0,20.70018219,11.826,11.154,0,13.566,24.696,17.238,0,0,27.16641357,33.588,43.08418671,0,0,51.984,23.085,32.25728687,36.66,31.407,23.322,0,0,0,31.161,19.575,16.443,20.325,23.421,31.917,147982.2904,75.633,52.845,82.719,6.831,87.927,111.72,0,0,62.595,55.65,212.52,59.625
46,11.0949,33.66,58.2552,37.25153412,2657.61904,21.9042,63.99,115.0944,168.9876,773.2576963,39.4506,54.5895,18.5049,20.376,126.2094,1747.955016,19.4076,35.9544,13.8762,5.1825,36.72,81.96288025,27.945,5104.948582,35.8368,21.2784,35.1279,195.5189892,20.9715,59.15390955,124.3763791,91.5057,24.633,74.62272343,297.6735,36.5976,48.85072872,6001.601129,39.27,26.418,42.2304,10.38,86.3421,176.5204007,23.2128,18.0585,28.56,15.4395,122.963883,37.44,33.09,17.787,47.40931582,48.3987,47.874,15.2496,147653.9868,640.5918529,73.842,125.1101719,6627.26054,30.7368,52.9155,343.9095007,10.1952,29.9484,1416.5343,95.51600143,151.9134,103.8528267,213.9796578
47,0,19448.86695,0,13.3068,14.28,6.48,0,3.8448,0,27.9,203.6886,0,10.7856,7.188,21.1614,136.89,120.7032,659.3729666,38.0082,0,12.7875,1860.387749,0,162.825,0,0,6.8229,0,0,0,0,0,23.49,0,0,0,0,0,108.5292,14.5908,15.5178,25.056,0,0,17.9172,0,0,0,0,0,0,0,28.35,0,0,0,19.7625,131.118,0,40.65,21.2058,4.430324748,5.6538,274434.3301,0,13.986,0,0,9.1908,0,50.961
48,59.6805,41.742,90.0906,18.1815,31.31530576,62.80803369,257.2728023,136.9872,34.63857578,972.7280475,241.1764552,57.5916,11.1384,15.8175,49.1742,37.4463,65.9025,23.94291614,36.8256,16.2396,40.44767637,14.8638,45.441,14.6595,43.059,21.6954,11.4912,25.47,48.9804,58.0125,29.07,66.78345963,0,15.336,162.6435887,41.3136,94.7094,15.9324,104.9268,33.5214,73.2564,181.7613,12.7734,298.7957669,144942.1664,37.8954,43.45960483,50.19702682,19.38,541.0730262,72.0786,175.3851,74.1114,149.2257428,437.399439,191.1963,11.2995,17.3808,19.8825,33.7194,29.2248,14.2389,36.4689,30.5598,323.5761,127.9968,34.335,82.8099,18.3294,160.2216,277.1052964
49,13.221,5.4522,16.335,24.15,14.8161,9.7038,45.927,73.1238,28.797,0,9.3324,0,34.1838,124.5906,48.225,18.8496,47.7696,30.9426,172.8675954,6696.892934,12.354,20.388,0,7.8474,0,22.2042,19.8549,16.8597,10.0224,14.8461,9.801,20.967,32.1552,10.872,34.44008848,105.4584,45.5736,18.768,17.424,15.3444,15.1578,27.7575,15.1326,37.85865596,15.9402,9.9405,10.71,25.3227,0,0,24.1392,11.7783,42.3225,18.246,24.5952,0,50.5728,6.51,19.116,9.6957,8.2662,488.0983365,25.9875,10.7289,21.3096,3.861,4.242,16.398,15.8286,30.039,136564.991
50,1399.308126,45.612,332.91,0,58.968,147.024,34.575,24,20.367,31.536,675.792,20.982,109.8,26.364,135071.6674,2477.816361,110.313,517.8392681,1094.630052,9760.426374,181.8858805,1319.793516,18.66,180.264,27.885,36.3,33.708,10.14,115.101,18.06,75.98714392,20.787,24.843,9.24,18.921,12.168,12.24,0,19.38,15.717,53.49,0,55.188,55.2,25.956,268.7970899,46.137,16.779,36.3,0,20.4,25.839,11.73,12.48,25.056,0,9.18,231.5012769,56.61,10932.93538,15.3,1641.566164,287.25,426.8899805,16340.46275,5542.153511,350.0537988,1503.367427,297.9866052,493.7709888,1704.800552
51,18.6231,0,0,0,13.9392,10.6533,11.1078,13.2132,17.8398,0,179116.8375,20.7624,9240.400931,128782.0495,219838.2414,209.8851,87.60486346,10.71,173.7306,36147.34779,29.625,97.97548257,10.134,0,10.8,8.9475,0,0,16.9974,0,31.284,114.5988,0,12.78,0,0,0,15.1662,12.2196,0,0,32.8692,0,0,21.5712,0,23.46,0,0,13.2,12.7125,0,0,7.5915,0,0,0,168.0042,0,34.68,10.176,133842.3793,43.47812622,0,181.6253164,46.1028,126.6051372,156.8424,22.4532,6.8001,126.9639
52,24152.70633,0,11.1936,0,12.204,0,0,0,0,24.4512,92.8176,0,22.0836,22.6884,55.1514,249689.6805,130.0587,1043.598601,35.5212,14597.98786,17.208,0,0,17.1564,16.506,15.273,15.717,10.6596,14.2212,0,0,3.7476,0,15.8904,46.71,26.028,0,19.3344,0,26.1324,15.1386,16.8636,0,0,24.4032,19.8135,11.7438,0,14.2044,0,0,0,19.227,21.93,0,0,0,11.22,0,143.3379,12.204,1171.415435,16.1325,0,189.92495,27.3042,18.7824,132.6645659,33.7125,131.607,351.9643057
53,16.146,431.0934,9518.167804,923.7850869,643.706413,178.2396,30.3108,47.9094,264.6585,94.8910036,17.3448,0,0,0,6.8352,12.2196,72.7155,21.9417,10.746,13.212,224.367,30.6432,17.136,202.0544984,17.2788,58.806,0,48.3516,1599.229257,495.4824,11.1414,1539.153767,141.9098756,189299.2957,4290.004533,1084.1175,64.2306,1821.908154,131846.9125,39.1797,401.755441,675.9489,118.0178112,6210.240662,64.7514,25.473,42.0255,1779.78659,10.6911,1256.892967,1771.730222,411.6480892,12399.91318,184.5211832,124.7355,55.8837,17316.68831,66.2226,82.128,39.3708,13.7538,31.2048,7.953,60.5829,1266.370435,36.0354,23.67486552,94.60268005,7.182,0,30.153
54,37747.24459,12.1896,6.453,0,0,0,0,0,0,26.7003,0,24.843,18.1332,16.7706,291.3413344,131774.1655,46.1616,159278.3927,20699.37401,336019.9314,57.2232,56.187,50.75923667,22.3992,34.6653,14.238,0,0,10.6596,9.7119,17.1564,0,11.3952,0,0,9.0936,0,11.8962,0,0,0,0,0,0,10.26,159.6897,0,0,0,122.532,0,33.6846,0,0,9.2976,0,0,25.1379,27.621,0,0,37.422,21.3948,10.728,75.9717,51.1674,22.8186,44.79668229,30.5883,45.6945,140.1
55,26.9985,21.357,0,167.8482,41.2128,12.1896,34.5324,17.226,0,250.842,120.39,22.1712,42.2406,10.17,42.8868,380.5485,10.719,534.9771,197.5347,323.3886,121.758,6.6432,26.4894,6.426,43.9191,407.1744,13.923,19.194,0,24.3867,8.532,115.9779,274.3356,15.4413,232.1352,9.6066,0,0,24.9297,42.123,0,0,15.717,0,45.612,51.405,19.8315,0,8.2317,12.7125,0,4.7679,13.77,0,18.2736,0,25.9875,24.8292,25.2738,29.214,18.306,0,37.6002,0,130871.6452,273.7604282,28.56,11719.46508,15.18,16.8399,51.6258
56,6865.806004,130304.3766,141485.8957,112.3214194,44188.63464,12497.31558,536941.0107,395829.1878,23143.11067,477059.1414,96564.94601,1476.536176,2269.058828,30555.26872,67.6277306,846.8272938,91093.02249,5925.47705,4223.041499,48.4704,90955.46714,26.8462235,110872.7617,127.7573693,4935.777397,53.01,38.35273727,215.0549939,22278.96313,1806.570318,227374.5611,7268.299084,626.1802332,1807.988339,434.8926463,318.710973,6111.852995,4574.561239,10884.46203,950.1531223,267.5870182,4842.281397,153122.0605,110.565,2133.230636,9.6462,3135.180293,79259.64666,34.7208,140.9552067,207592.7523,261456.4639,539.3999798,299399.6737,254211.0612,265631.1552,689.481,244.4066309,12659.88102,227103.7705,2294.140856,4456.32021,6348.862478,61.83001538,330884.1247,377281.6896,6177.494006,165225.4936,628.7491327,2848.117505,760.4094752
57,0,22.3212,15.264,239.3848027,27.459,13.182,35.4684,46.524,0,241.0529315,0,0,0,24.8871,0,56.706,0,37.9338,0,0,13.8285,0,160.848,14.1372,0,23.9052,40.7121,16.7508,116.9548352,165.7722,15609.19455,723.0111235,42.2955,590.4609406,675.8386863,22.752,0,158091.9413,1673.2221,73.185,99627.06697,2392.72509,665.462626,427.1346987,14.2074,20.088,14.6616,625.6851426,22.869,219.3469461,170.5236484,304.5036,254079.3626,4333.53387,153.5783034,141.453,1135.639953,99.23957715,0,8.64,50.0736,61.875,37.8336,0,0,17.2146,0,33.858,18.699,0,57.3711
58,353.6662192,0,26.1504,22.9635,0,6.4314,0,0,0,6.8115,23.49,0,15.21,10.164,42.3852,3101.135079,334.6664998,1308.953408,153.0525,2726.641724,13.1664,11.6265,0,15.1344,13.7457,31.27833144,10.14,0,8.2248,20.436,0,0,0,46.0503,0,0,0,0,11.8314,0,0,0,0,0,44.184,16.848,14.2128,0,19.31618643,0,11.6955,0,0,0,0,19.7847,50.544,10.6974,0,0,17.193,127380.6574,12.906,0,10.8171,23.031,0,11.2728,0,0,307.4229
59,102.9152816,84.9903,217.737,126885.5942,255.674954,4316.099248,12.1104,784.6881081,1639.743336,989.6684532,4.4289,0,64.4436,11.8404,8.9775,9.6795,19.2924,25.42984383,27.5058,11.8044,15.9882,242.8914035,137.5635756,29.15651631,96.53878784,0,25.968,15.2136,27.312,83.67127899,307.8249,4.9968,10.5966,272.2994353,25.74618662,150.9012466,66.951,30.7776,57.7512,8.1783,11.8692,0,58.7853,18.981,70.1973,63.933,62.394,112.617501,112.0116,13.3146,60.93,724.0659814,25.4535,35.847,9.7038,1220.997469,107.724,87.03264992,15.4542,84.08096836,60,6.291,12.69,720.636,45.675,425.9875674,39.8712,30.1254,98.7290042,514.3005,38.83633942
60,9.6633,23.4639,0,10.6911,0,0,0,0,0,28.9665,202.6549155,0,48.69,111.9907672,216.1817227,43.1685,0,4.158,0,106.0226861,34.5072,0,9.042,17.1054,18.738,0,0,0,16.4241,0,0,0,124.788,19.0965,0,0,0,23.8788,16.17,16.7454,22.275,0,0,0,23.625,0,24.2451,33.3801,0,0,0,0,0,12.7275,0,10.14,0,37.8675,112.995,18.87,10.0548,546.6328997,132.3252,15.7635,10.7919,23.8986,27.9,45.5289,18.5136,11.1042,125746.2003
61,99647.42456,183.2655,4.7748,29.6595,28.3977,190.548,11.7117,20.787,17.8068,10.1871,64.70157257,157.56,137.049,75.7665,125161.8026,419.526,84.6321,38.2780285,2058.058488,337.0926,1811.940114,2483.919755,38.766,15.666,16.7904,1316.339345,36.0732,9.1422,79.49534414,12.2184,24.6402,15.7392,129.9564,22.227,242.8218,0,0,0,38.7984,20.304,116.3736,45.2928,70.7157,15.7968,17.34,5274.789683,14.2212,13.7538,28.5987,0,4.9752,0,20.4879,29.2572,23.418,16.2336,27.4365,197.0404888,4013.975013,59.16,105.5976,421.83,16.2912,586.8610085,1046.14647,1015.553264,2682.694328,174.9952232,1338.070878,32.16980992,175.4764157
62,9.321,14.31077783,39.144,51.408,30.1968,304.2034562,124.4643,103.6660353,155.805,16879.29308,207.948,434.3495631,1396.50348,30.261,16.8918,14.2128,21.7602,37.4382,54.4812,11.0205,4104.186063,12.2706,15.6519,380.8292246,23.247,0,58.5198,126.432,110.7731251,46.2084082,83111.92659,191858.1018,79867.13219,279358.7535,344261.5538,511478.2459,199289.9313,65892.47084,557945.3289,83.1681,124698.1611,108184.3179,220265.611,364.7512683,33.4224,13.266,18.3294,48.6834,19.40697876,6431.490896,21.672,175.3248,39115.69337,49.7016,99.4566,45.5739,471.9372,98.8416,51.4836,1009.929133,25.1046,18.3816,92.5941709,19.8,27.40361543,211.1134717,32236.93497,1384.381403,43.0836,39.78,113.3451
63,34.752,28.38,34.725,0,111.186,125.748,45.639,27.603,23.1,24.075,55.65,58.644,24.552,10.2,6335.209119,9745.850613,12.24,5052.859704,24.42,71.451,24.075,47.601,20.175,38.808,96.561,23.112,10.2,20.28,14.28,47.967,26.568,17.745,49.686,17.01,0,15.717,38.52,27.258,10.2,27.057,34.21497986,0,0,0,39.294,0,23.112,14.28,14.79,20.46,19.548,14.196,0,16.5,0,0,27.54,177.8828906,0,15.81,29.853,6384.184876,28.497,14.52,45.879,21.93,35.64,39.168,57.78,15.717,123556.5816
64,55.85347262,20.4,36.59658618,0,0,13.2444,0,71.91,0,10.248,18.4671,0,180.39,8.985,101.4552,27.246,0,27.963,10.6407,21.8394,0,0,16.6419,150.9696,0,0,0,0,0,0,0,0,16.17,0,0,17.955,26.4888,0,0,0,0,0,0,9.03,5.9556,7.6041,19.437,22.4796,0,23.031,15.876,0,17.952,26.1621,0,25.0368,111.3858,31.1649,0,21.9753,0,86.5773,42.3144,0,164.0343503,122493.1248,124.098,154.965,13.26,0,57.88928708
65,302820.4826,231.9556732,55.08875892,14.3136,53.5185,212.3055,129.9123,135.3695638,7.0482,7.182,152652.8908,110.3632218,8899.439504,3242.045599,9483.440597,44818.57801,6661.886409,55714.69806,9180.602624,206351.0697,2897.61105,212813.6674,480.1872,177.072,108.036434,509.4334913,111.4563762,37.6734,112.617,137.34,88.58532729,115.4454283,636.3536499,223.5471579,88.10851465,32.049,0,19.8,226.4085,123.2739,1506.585185,280.3547791,116.4009987,36.4458,39.024,19753.48957,130.8348,33.588,48.5628,0,15.255,25.41,0,56.50727342,34.3668,17.0898,8.9475,307410.9194,3626.727715,367306.9223,9030.848099,122398.3987,95530.17683,257113.6543,324058.8025,16959.66124,8965.827542,281858.6462,163735.8827,81282.96331,2270.882542
66,14.1156,0,0,11.2953,33.732,38.8056,119.838,22.0332,125.8122,94.19662012,69.471,120376.9606,59.87340652,34.38582079,17.5812,6.237,0,8.5362,10.3704,14.53081835,34.7175,10.8783,0,8.6688,85.9518,59.2275,23.1225,14.7726,17.8848,12.7725,0,25.6473,6.7545,77.931,0,107.4168,10.206,93.6432,45.8667,0,26.7795,10.6785,33.39,142.1004875,13.845,19.9602,63.414,26.862,29.3382,15.49588257,25.308,56.7,30.5256,33.89423961,13.23,19.0032,17.1549,0,15.5838,53.7966,10.863,25.29,10.0548,29.0628,81.069,107.5305,38.76,8.676,9.6957,5.6376,57.3795
67,32.2542627,35.49,23.958,33.57,54.06,51.198,38.922,0,0,38.25,126.723,13.689,56.199,21.141,669.5487334,32.955,56.814,23.829,262.041,147.3761646,73.08,284.4749026,138.468,22.596,58.08,35.19,38.28,33.66,15.21,25.038,28.56,26.871,125.994,0,0,61.857,20.4,59.508,34.452,30.999,27.03,57.486,23.25,0,48.399,119743.8656,75.26852435,113.13,16.83,23.085,25.938,0,22.008,28.971,10.2,0,39.717,382.4180903,53.04,99.39784607,9.69,266.4904988,107.3071934,30.68015442,98.28,77.01,13.26,130.5845332,29.07,28.923,581.3625004
68,159.1386,10.164,11.7162,0,0,12.7125,19.665,0,0,0,8926.892086,9.1152,22.1145,27.4365,41912.31983,37.8,16.7508,8.1666,11.1606,6877.942434,24.84470303,26.697,0,0,24.9459,35.5311,22.842,0,9.1584,17.9535,0,0,15.111,3.7908,0,27.5562,0,0,0,0,0,18.654,11.7093,0,32.9997,40.3767,0,29.1375,0,10.158,37.6155,0,0,9.6615,0,15.804,17.34,0,0,101.4189,0,230230.2296,111.0896993,0,0,12.2616,15.8565,970.7580191,12.2112,0,1364.311155
69,57.87017029,43.848,9.234,16.506,0,44.016,27.825,79.083,9.234,12.168,70.16173096,0,190.371,12.75,1375.400033,83.95846243,1871.66908,570.8552677,118101.7512,852.9024551,13.26,569.446441,42.066,16.224,10.2,137.43,0,12.75,0,23.46,23.316,53.424,231.2737375,52.128,0,15.6,10.71,15.3,50.22,195.396,39.96,62.42904767,0,10.14,29.106,27.408,24.39,20.91,0,26.364,0,14.703,13.77,17.226,53.244,0,13.26,823.0007655,53.658,1039.021619,25.74,1847.618795,884.180625,520.4366433,1799.308451,53.136,147.3178453,1529.635715,119.091,567.6454942,242.5530597
70,51523.6488,177287.1652,144545.4202,14197.15557,22764.3324,125819.1195,3243.6804,13666.50706,136744.8378,77947.61801,111057.684,5957.6019,45847.6659,9029.4882,360143.9853,1409.3697,2660.6661,15394.1733,233921.2539,1824726.323,645243.0327,35015.4546,82143.22059,142958.1273,11629.23216,226627.8657,30326.9658,4958.715,242749.622,134461.434,46877.62711,113547.0889,236186.057,400308.6493,263197.2913,216067.8639,366011.9404,49551.94414,347519.0254,15940.2696,10831.31766,377012.9536,200178.1586,397674.5973,465720.132,505033.4148,37526.6529,149996.2731,72546.3123,37379.3382,128186.6823,33268.4682,37624.94874,201202.6332,13791.4836,24643.6503,232012.4715,202765.3101,628130.4729,212044.2648,153087.8499,411768.9402,640212.0306,57630.9894,435373.0134,160155.9726,70321.7427,139059.3885,5545.7298,9156.9543,1300462.192
71,149.67,31.8036,44.661,4.14,141.0882,121.6779,15.147,84.198,56.631,20.0256,621.1406953,17.694,149.3784,109.1038991,1837.696752,40.5105,26.1048,844.0083252,1288.97195,4156.872592,582.4674685,540.9717715,44.4087,151.776,54.0684,162.8475,12.1584,11.8206,337.851,16.1595,8.5032,50.0106,61.7622,73.3416,7.098,126.408,60,47.93013477,21.072,164.4816,54.7542,18.2628,30.9072,19.3752,40.887,70630.05003,198.315,92.71617513,46.59,0,7.8408,30.4551,14.0049,12.6975,43.7259,12.1824,47.6901,340.007001,2404.137938,1203.918053,93.47224922,152.6436,2360.116713,187.3410302,327.7038373,153653.5396,547.3503333,238.3398,1639.963521,256.6761368,754.5087792
72,1042.010041,14.79,10.773,7.35,52.46433737,47.187,0,19.548,24.99,9.66,77.895,27.06,93.276,46.872,110320.561,345.996,179.8566248,121.4189264,111.696,274.1819095,43.35461426,126.408,5.304,13.923,6.93,163.9223804,10.71,36.72,9.996,23.652,26.28,122.46,38.025,12.18,18.648,27.972,0,34.02,12.168,0,19.2,35.34,0,0,37.26079568,716.0911311,21.42,10.647,16.425,12.24,18.72,0,190.278,14.88,14.28,12.495,12.486,105.7858808,142.68,3752.927527,17.82,147.375,79.278,34.32582092,4777.589406,1877.908931,79.85397217,437.4623254,70.686,78.52615823,149.625
73,129.45,130.6998,27.9618,52.398,38.367,0,9.6045,5.4366,9.1332,146.487,32.778,217.98,19.998,14.4,0,9.7119,35.0865,8.9775,18.7812,0,117.933,22.3344,0,22.134,26.7498,20.448,11.676,36.45,191.4876,26.0712,10.164,485.4597,51242.39416,187.9902,189.3174,114.9063,623.4828053,64.1094,1918.398873,6.4152,8.6616,167440.889,22.95,65.15013153,18.957,4.23,30.0477,111.9771074,19.3512,45.91391038,136.8864,30.1077,92.3211,125.0519981,21.6669,35.39296323,59.1075,14.7723,94.7376,17.8992,21.9042,11.2632,54.7824,10.737,15.006,35.7771,18.2091,33.6405,43.9467,701.8995558,116.9372699
74,0,43564.65622,173345.7228,89.9136,9.6633,0,80.50885162,33.6204,23.892,0,30.4416,0,0,9.6714,0,22.389,0,24.672,0,22.404,0,106.722,7.4466,12.1464,10.764,144.4872,0,13.158,0,30.3492,0,28.119,18.3876,41.97958867,254.724,0,0,0,25.2153,0,0,0,0,0,108.5872734,0,12.24,0,0,0,0,0,12.2904,0,0,0,0,0,0,210860.465,298.7856746,22.47,58.5162,443.6571,0,0,24.4311,31304.78402,30.558,205.7540537,34.8099
