row ID,Alphitonia philippinensis (1),Berchemia floribunda (2),Berchemia giraldiana (3),Berchemia hirtella (4),Berchemia huana (5),Berchemia kulingensis (6),Berchemia lineata (7),Berchemia loureiroana (8),Berchemia sinica (9),Berchemia yunnanensis (10),Ceanothus asiaticus (11),Colubrina arborescens (12),Colubrina asiatica (13),Colubrina pubescens (14),Colubrina spinosa (15),Gouania leptostachya (16),Guoania javanica (17),Gouania leptostachya (18),Gouania hypoglauca (19),Gouania polygama (20),Hovenia acerba (21),Hovenia acerba var. kiukiangensis (22),Karwinskia calderonii (23),Krugiodendron ferreum (24),Paliurus perforatus (25),Rhamnella franguloides (26),Rhamnella tonkinensis (27),Rhamnus crenata (28),Rhamnus davurica (29),Rhamnus diamantiaca (30),Rhamnus erythroxylon (31),Rhamnus globosa (32),Rhamnus hainanensis (33),Rhamnus koraiensis (34),Rhamnus leptophylla (35),Rhamnus longipes (36),Rhamnus napalensis (37),Rhamnus oreodendron (38),Rhamnus parvifolia (39),Rhamnus rosthornii (40),Rhamnus sphaerosperma (41),Rhamnus subapetala (42),Rhamnus utilis (43),Sageretia pauciflora (44),Sageretia thea (45),Scutia eberhardtia (46),Scutia myrtina (47),Ventilago calyculata (48),Ventilago calyculata var. trichoclada (49),Ventilago cristata (50),Ventilago denticulate (51),Ventilago inaequilateralis (52),Ventilago leiocarpa (53),Ventilago leiocarpa var. pubescens (54),Ventilago maderaspatana (55),Ventilago oblongifolia (56),Ventilago pauciflora (57),Ziziphus apetala (58),Ziziphus attopensis (59),Ziziphus cambodiana (60),Ziziphus funiculosa (61),Ziziphus guatemalensis (62),Ziziphus horsfieldii (63),Ziziphus incurva (64),Ziziphus mauritiana (65),Ziziphus oenopolia (66),Ziziphus poilaneo (67),Ziziphus rotundifolia (68),Ziziphus rugosa (69),Ziziphus rugosa var. harmandii (70),Ziziphus thyrsiflora (71)
915,29.16,0,213.255,21.951,37.308,18687.79192,79.51365417,40.344,48.72,62.73,37.941,31.02,122.997,80.202,28.56,27.72,32.85,123.564,0,15.447,60.93,16.08,13.182,32.193,0,19.14,0,17.82,21.12,24,9.126,43.89,18.396,135.576,17.658,19.266,28.236,12.91251114,55.82345599,45.639,76.941,154.398,64.296,31.93745361,40.368,32.844,24.3,0,19.512,35.838,0,22.26,27.06,43.437,26.016,23.205,16.5,96.768,20.4,18.699,28.497,0,46.278,38.115,0,31.62,115.293,0,26.829,17.073,0
916,8.901,16.1976,59.3622,1135.149426,226.8309057,23.3415,55.8024,14.3865,29.2896,27.183,17.9775,41.5527,24.43541155,8.5485,7.2765,279.8120615,794.4766455,2187.658568,130.8378,5.5485,403.9640667,18684.13125,66.0702,24.96,6.8607,182.2172356,16.64502869,16.8495,192.4946816,179.8544623,322.9608,190.2313589,129.374361,137.7836865,110.7918,980.7901078,1021.469042,22.2456,4772.737821,52.9692,948.8596726,28.8441,44.6952,331.9944,16.1007,57.8976,5.796,143.2618422,16.3584,192.6316348,1133.229954,283.4938486,517.0076303,463.4934871,236.64,56.42153776,116.259,1334.59337,34.5972,8.64,246.9050185,15.7872,61.857,40.635,11.8404,8177.518755,96.4976332,61.2144,17.5665,79.155,39.37521588
917,11641.71857,21.924,54.171,0,0,0,0,0,17.745,0,22.869,0,33.48,0,178.398,26.784,173.25,194.9817854,18679.78338,9070.058156,154.929,0,0,0,0,0,15.717,0,9.18,16.947,0,24.354,0,0,9.126,0,0,0,10.14,23.373,131.67,14.094,17.292,0,0,0,23.58,0,10.2,0,0,0,0,25.038,56.376,0,0,20.088,485.8542188,0,16.83,0,469.9090313,836.2533164,47.082,130.572,420,14.79,178.8329081,19.44,10.836
918,30.5955,30.9,17.841,10.8,0,21.5424,13.182,10.158,0,3.99,939.8392588,19.773,76.09660129,7.5537,99.528,18642.99635,40.1067,6782.850167,134.1522,149.7375,0,0,38.925,0,0,26.412,0,46.725,47.0832,0,0,108.1728,0,12.2544,0,37.143,0,10.2,25.9362,0,0,7.212,0,18.864,20.2734,34.8006,0,14.553,25.6608,9.6843,13.8663,16.7904,0,0,0,0,15.876,0,0,119.592,0,133.1418,13.7538,0,157.5669,25.137,38.1888,36.8145,6.84,0,33.462
919,127.308,158.3946,148.0392,125.9857323,35.9423893,21.33916088,0,11.7162,124.182,127.848,31.1406,38.4699,19.37882512,30.6,11.979,12.735,15.255,34.0695,15.717,29.1654,32.94938738,10.764,0,16.098,10.242,31.84501523,29.49,74.20010202,91.6416,13.3224,20.142,25.6665,37.9644,8.3628,204.6324,20.2464,215.8706085,14.7846,24.5088,12.516,18.4059,71.3286,24.978,18637.36665,21.513,8.2251,37.8066,19.4598,20.9322,35.0364,17.766,11.7645,20.235,10.437,31.6758,37.2738,134.2122,12.79762482,169.9413,19.9368,16.8918,24.0966,12.2688,44.3997941,65.0637,759.1285642,85.2048,54.50507741,28.017,0,211.3496152
920,223.8964837,3845.995898,21396.87006,233.55,8.1666,7382.339582,10.086,154.6761,52.63272451,3199.958323,6.9498,18.3816,12.3018,16.70589706,7.9116,15.4005,127.824,2363.475287,15.291,11.5416,88.54693616,26.8968,0,84.3045,82.5945,7.128,38.097,35.0865,79.13301341,1361.728301,15877.24062,205.7715,62.7096,134.2802741,169.5792,6.8706,46.767,67.42442249,206.8338368,58.0152,7.8738,36.8088,19.9416,100.3104,23.76,16.09820686,19.992,11.8701,31.7952,44.7165,18.9846,15.2889,30.09,14.3556,12.735,0,52.8609,220.9763286,331.2334087,8.1549,41.6745,27.7296,37.88131979,373.626,70.3098,42.65018188,48.7692,11.799,348.2254812,5.589,46.02925388
921,14.076,30.78085574,61.785,299.1667197,21.9471,14.9904,18.7779,129.06,66.941131,45.38072433,97.88942417,24.9165,35.4312,21.06798074,10.143,17.37,35.7,110.7922569,10.35,5.9595,319.9698,1361.810945,17.21793749,64.14781373,55.3608,18.3438,250.9051623,215.4810854,14.4522,404.616157,1346.230616,330.5514576,57.27526172,125.652,434.2920844,30279.63556,74.262,64.07230203,6953.875657,20.3448,278.7206361,54.83812696,127.0436703,112.5774,52.30227045,71.3622,28.359,154.6116,28.0332,98.4024,225.2227237,80.8812,179.232,63.384,49.833,53.88455385,53.03625864,90.5337,79.323,9.2004,40.5669,30.636,10.7328,70.30075594,91.9116,202.0515,26.1531,6.417,26.3736,34.77593416,27.6666
922,11.178,30.7275,19.0716,47.43,47.94,27.939,15.48,13.1874,2195.639408,130.3133333,12.3366,71.42831162,309.2544601,89.1105,14.04336,2560.815181,18383.03584,4067.671268,2881.537726,2206.992742,3514.265637,44.7168,9.423,14.6331,63.2538,473.8764,272.3771193,16.8399,75.9492,11.4345,46.0107,104.8383,50.058,14.142,43.69746,22.5477,80.15436,80.5497,130.65906,63.56087109,372.88722,18.3696,11.8332,100.3767,26.1828,393.3948573,33.06359457,27.5076,13.2867,31.0185,445.7759578,34.3356,249.8055,230.3581897,18.3216,18.0297,2123.215931,105.92595,18754.047,129.7575349,118.719,76.7625,10756.67679,200.6220927,21193.34213,3960.405451,150.52536,2268.062815,2184.4704,6001.26652,186.5834726
923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18567.26517,0,0,0,0,0,0,0,0,0,0
924,97.2,21.7107,12.24,0,11.2002,0,0,10.146,15.684,0,0,178.1388,183.5265,10.17,17.4312,18513.84033,315.2169789,120.81,17.8779,1305.365435,0,0,0,0,0,29.0187,0,0,0,21.93,0,0,0,9.1638,0,0,0,0,0,0,0,0,0,0,11.9988,11.9556,12.7125,0,93.12,0,21.3822,0,9.0225,0,0,6.4422,0,20.025,8.676,12.027,10.188,698.1236938,14.28,0,91.4613,33.4935,17.8728,62.016,0,15.3786,59.5455
925,16.3296,0,0,0,13.7133,0,0,12.516,0,0,6081.483395,14.6856,55.31936984,22.4136,18497.51512,39.4953,12.474,17.766,45.5346,465.9329988,5.421,9.9708,6.7545,0,8.9775,15.7872,34.09298328,33.84188223,15.648,13.992,13.1091,30.2988,0,42.2955,0,26.2704,0,0,21.0816,0,0,0,16.182,29.04,15.8751,0,12.6975,0,0,14.6739,14.2212,0,39.06,0,20.6169,0,12.1896,20.1258,93.102,9.69,0,253.1844,33.0525,0,24.552,23.598,23.5566,10.1808,0,18.354,283.0845
926,15.7821,11.8638,0,16.83,10.3965,9.1638,0,17.289,10.7226,29.7675,10.7604,13.6728,0,17.82,19.392,13.0248,0,18.3276,18.252,0,23.8431,14.1372,0,0,74.145,23.9982,35.997,50.9715,1064.747565,0,18459.36659,9089.02355,22.3344,60.1263,34.04645739,18.642,0,12.0612,17.8185,14.5422,27.0231,14.412,10.71,1549.15831,29.187,11.2251,0,39.8664,8.9475,11.73,25.545,49.5762,3178.92906,12.6525,0,0,62.9716277,14.424,38.3802,32.0712,0,22.4457,40.9524,0,18.4224,19.6272,83.52,10.332,0,0,27.09
927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18450.1691,0,0,0,0,0,0,0,0,18058.66526,0,0,0,0,0,0,0,0,0,0,46556.17517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,1678.52951,804.2591638,216.3052042,975.1275117,45.936,761.2982651,22.815,27.183,3035.962954,1557.180354,164.256,95.199,1447.68237,61.71,15680.5122,22.008,79.866,944.6451013,751.4448867,21175.19456,14.79,15.768,18.144,1260.622619,27.51,95.1,78.54,51.06,87.68268393,29.082,25.704,13.77,30.42,134.145,14.454,25.35,0,119.796,85.52145923,138.6842175,144.7987346,28.38,222.5376509,19.368,100.044,5935.749905,16.929,24.366,23.58,45.075,42.372,27.378,12.24,399.3442932,65.448,31.62,20.553,29.094,79.56,21.924,282.108,1933.56818,42.12,117.612,1306.887339,26.01,12.75,37.398,152.034,0,92.436
929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18426.37756,0,0,0
930,3828.020487,18.5679,21.8493,36.8292,15.057,86.2713,0,8.6688,10.3878,66.1248,0,0,36.5742,11.7909,43321.38867,68.0094,22.815,47.06804967,105.9088423,3219.335941,49.8048,7961.72555,48.9462,54.027,23.8995,23.2524,0,22.6722,16.7706,5.67,0,23.98824185,0,0,0,20.5842,0,32.1645,0,0,68.484,0,0,0,19.239,122.8273313,9.153,47.6901,0,0,14.2212,14.7291,10.2,13.923,13.1976,14.238,0,33.669,20.2545,12.9384,12.75,37.6497,19.44,7020.726631,10404.53648,23.87608224,59.9598,18407.45232,108.6770185,0,611.0354141
931,382.404,18386.99919,346.7891074,278.784,78.285,1412.301152,6031.816228,240.318,1522.423972,14233.97653,722.4178784,43.74,236.2874678,477.8563879,161.991,157.677,196.2421729,1242.100104,158.73,3147.801442,5190.520392,26.4,222.2748413,311.6640487,123.42,1300.847807,236.769,254.502,114.582,261.8052425,133.8452776,692.5344375,131.8549087,1220.678806,44.856,1394.643904,1453.463235,258.3128833,108.501854,8338.546371,194.82,263.4273472,371.135079,48.165,381.2524058,4103.620071,144.4097021,35.19,145.356,119.4264075,71.66651733,63.24,173.6591132,363.158688,185.1933853,87.70648206,118.8025096,182.7644019,1176.81227,222.8931011,251.472,76.725,282.837,351.9099507,4582.411029,114.75,482.46,133.152,277.6709403,48.972,301.5400752
932,68.4528,232.7916,81.5121,3158.712835,9.6186,200.8435967,11.7216,5.205,301.7298027,180.2865,39.7974,602.6163881,13.2867,5.838,16.0992,11.5665,10.9869,13.869,66.5346,16.6944,13.8006,277.518,40.91952838,271.8959698,13.611,12.2265,24.54146558,18.2835,10977.96351,5231.885739,2867.212882,57438.6991,18855.02041,28283.17146,81391.79526,40.9015198,24531.5705,341.200732,148.8366,77.226,1013.200242,17781.78927,18021.3932,253.0323,76.82447981,69.8475,92.3733,368.7535421,126.38102,1653.646574,4351.963795,191.0076,7272.666927,566.472,130.77,212.6598,18740.23135,301.309463,65.412,43.9356,11.4525,579.310752,15.111,179.5404,26.016,51.054,77.16,28.6869,378.426,54.243,8.46
933,195.9133958,1911.773276,978.5965632,33.66,40.9425,181.6299,1568.71939,191.5608162,2535.793304,2484.861785,1478.180744,159.6515411,74791.57952,1527.242294,120.246,201.9582809,341.8606589,1204.383811,2405.991135,6351.49803,704.6658822,46.5405,226.1844,5162.14666,111.9312,404.3241979,850.8451124,266.838,835.2527996,250.587,148.249724,1646.675269,161.0214,630.416831,124.1289,112.4148349,157.939921,1212.0246,582.7129266,232.4544,1208.74144,63.27319686,69.0795,1687.568624,394.4206099,119.733,354.3456649,125.922,152.7334847,891.0304166,3023.621015,240.3942699,173.2362,226.0861989,586.1546379,160.7259,984.0045519,1008.051806,3174.458208,36.2526,48.639,30346.43872,124.0637586,147.6831204,6273.54083,565.7684718,1418.261812,1830.484264,111.4571988,8.6688,5182.406557
934,365.2691159,230.9085379,150.45,184.6650894,8011.358861,6930.227849,0,1048.3599,3735.2625,19018.24433,8.9082,21.2139,8.472,6.7008,0,20.376,1224.205921,112.4604,17.724,0,3048.71323,44.8041,41.6247,10.098,615.5019953,30.69,0,19.719,342.5944748,15.912,34775.88771,32.3553,47.9034,125.343,0,93.03368379,28.5108,24.15,68.9754,15935.62338,380.9775,19.1226,33.3936,21.36,25.1706,224.2266,18345.86419,180.1656,11.8404,8.2017,86.38904608,39.4548,6.9498,148.5936,195.585,10.96393235,81.216,25.9095,234.8307,51.024,108.576,5.7105,22.22618198,31.7688,12039.16421,6010.57895,12.3216,4329.78877,16.8597,10.9044,463.155
935,30.654,35.74560242,26.52,40.239,127.158,67.58545898,23.04,0,26.01,42.93,16.83,16.224,142.6424271,426.834,222.555,93.396,33,19.575,123.69,289.4289328,100.116,10.14,168.48,162.414,132.489,24.366,39.039,17.34,15.717,16.83,17.745,25.74,31.536,19.7100791,9.072,175.392,11.88,59.4,63.585,14.79,102.12,22.62,114.57,24.336,39.64482312,18340.24261,112.2356396,68.037,16.731,0,31.62,24.273,23.46,15.84,16.32,12.825,21.95459106,62.601,70.24109473,39.933,201.888,264.7567449,33.261,61.116,97.11,144.9488135,14.79,85.83769006,38.07,87.927,26.856
936,1824.883704,0,0,0,133.497,0,0,204.7584,11.2002,6.8343,18.3255,0,17.199,0,0,28385.25768,1477.811175,8290.873951,7.9458,3811.121736,48.5784,8.88,0,6.4098,8.5968,15.0822,0,0,15.246,0,0,26.6805,0,13.7619,0,11.1342,0,0,0,0,145.6056,0,11.661,7.5348,11.7921,21.261,0,0,84.8496,0,0,0,0,0,13.7457,0,0,19.476,0,16.83,0,60.3978,25.7985,10.7037,21.87,31.926,0,6.372,0,0,2694.104555
937,6.2253,9.13518,4.80723,23.598,37.19277,0,13.51152,151.8624,50.4714,106.68405,47.46468,29.0784,48.825,50.15743103,269.199,8.7318,0,166.69557,6.0204,55.5396,34.37838,47.00562,4.11,12.096,395.9867314,18334.74697,0,9.74754,68.13639,8.3196,29.98377,19.61379,19.18962,13.89168,50.2875,26.0712,0,35.8458,0,24.7536,22.5396,8.0598,0,29.26248,24.99336,20.325,13.0758,0,0,23.4747,25.152,33.39648,20.3925,0,0,30.10446,0,105.17343,0,43.875,68.355,97.52962506,28.0875,0,37.665,0,60.29154,22.91329893,0,29.241,53.181
938,943.4087525,10.17,18.8367,14.6211,78.8676,47.74606304,0,22.842,0,11.472,142.6575,20.3949,115.7550302,21.8136,2629.920827,19.1226,7.8408,239.136,63.5625,143.6616,271.7874859,1216.604036,26.307,29.8068,0,44.31025834,9.6387,13.146,187.776,34.6236,0,36.7506,18.3708,10.3704,0,11.1804,0,18.4968,21.681,26.9862,0,22.6548,0,37.107,34.371,564.6464998,17.2482,15.264,14.7726,0,36.8712,0,0,15.1938,19.49232283,16.7508,0,152.5628867,334.4735792,108.8726742,12.7125,101.9748641,21.48935523,1682.416016,3768.083596,2820.338055,20.82,1072.2986,18315.77705,106.296,348.0980977
939,1839.222432,21.1653,0,0,10.6659,0,0,0,0,0,8.6472,4.9464,10.2606,59.1525,149.8275,143.6838,29.754,25.0776,0,331.3674,25.7895,0,34.5225,41.9316,0,36.42,15.201,11.6679,0,27.4575,0,0,10.692,11.1804,0,0,11.8638,0,0,10.152,0,42.9618,25.0458,0,47.25,23.4864,30.9636,0,17.82,0,0,0,0,0,7.164,12.69,0,66.0969,9.015,27.1962,9.153,23967.897,78.0315,0,8106.771622,27.0144,13.6914,12645.71752,41.823,0,308.0218007
940,214.9605,140.4942,148.971,570.9636,36.26919575,15188.56186,182.79,2440.131369,18304.95634,74706.05181,192.2319,42.9777,140.1342393,449.332999,70.4742,38.50932444,303.7383445,230.4956144,99.40946186,177.9946537,95.17853757,588.4741133,10.2921,134.0160635,63.414,259.0258472,711.472302,258.0872115,28.9926,219.173151,192.8706,36.06842955,32.19,115.197,115.3584,82.251,0,30.1785,128.5506821,20.715,55.284,37.7604,23.0784,65.2617,20.22060864,127.9818,79.572,22.85013875,1918.876326,26.3238,159.6114,168.9471875,462.2757,56.10754314,130.158,119.0574,51.1785,222.3353028,728.6796782,139.7978705,42.8652,28.3659,432.3657918,48.2102968,2217.521163,6367.57072,1095.228501,2410.507775,823.9616985,21.1572,53.5275
941,17.1366,29.9256,0,8.211,0,15.219,0,11.661,30.7572,10.0044,79.1394,12.675,0,0,22.392,109.8723,0,51.66362049,10.44,48.0783,38.1408,24.969,14.0952,18256.10073,26.5164,16.8003,29.106,10.14,19.5525,10.755,10.5966,38.2776,24.6201,11.0763,0,14.9031,9.6615,36.207,15.8184,28.827,27.1788,0,56.85453452,0,36.01284027,19.872,15.1416,18.7059,41.6106,0,9.153,0,21.93,44.8392,7.158,19.8081,0,23.7924,14.2884,20.364,11.187,2051.661757,10.08,10.6785,40.2948,36.91103694,48.0009,9.5445,24.774,20.034,30.375
942,0,9611.790054,26900.08376,281.9476178,0,602.2459054,418.1357472,7.182,11.8404,89.3412,7.9596,0,30.834,8.6256,172.5388011,27.555,19.59,85.899,7010.461579,61.7385,18.8136,21.3285,22.1892,44.69513965,11.16,26.3835,10.0632,16.5672,35.30264648,46.67753789,8.7264,63.12869653,85.5102,21.153,10.0968,0,27.58700834,15.327,0,0,26.64,57.6804,81.38045383,53.4744,11.8059,39.375,40.40760498,47.283,8.2938,51.6945,0,0,15.8832,14.7312,35.883,0,15.9402,9.5445,20.46,0,4.8162,138.070687,17.919,0,29.088,12.8625,24.21,20.9148,12.5685,0,101.2095
943,6.4368,46.3248,31.3656,18.1908,30.1431,10.7352,51.5844,25.9083,15.9681,38.7081,9.306,7.7256,4848.719046,18250.40228,37.8,12.8304,24.4392,126.162,10.647,32.3904,96.3348,15.5445,23.7915,21.3834,27.0648,150.624,28.3395,8.34,15.876,119.5056,22.3074,25.74,7.5096,28.938,108.027,35.6832,0,52.83541719,73.4871,10.17,251.7338672,21.087,120.5301,17.1675,12.3714,10.6794,14.79,6.9198,11.1414,12.3768,0,17.9577,34.1712,0,40.3707,22.5852,41.5395,5.295,230.1066,21.9285,4.83,9.7767,28.629,7.2,36.747,30.2262,47.34,23.4975,48.4125,19.9251,32.5554
944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18250.08573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,42.3189,22.8375,26.58,0,10.818,18228.73141,9.3288,0,18.0936,68400.60236,59.4828,26.376,9.7566,11.7162,38.1825,9.6795,208.89,14.0778,12.204,117.3207,12.765,17.6043,14.1792,8.1972,12.7575,1130.043409,0,34.8558,38.4699,0,35.8875,44.9583,0,51.15,9.7524,62.4195,12.2544,0,43.6041,93.4962,10.1136,21.8619,10.545,33.3576,0,9.2232,0,10.908,0,15.768,8.2953,0,16.5975,7.9365,26.7852,70.8192,27.3024,0,79.7679,0,21.24,28.566,23.1525,0,8.748,9.4614,0,20.007,108.4686,21.879,37.7703
946,134.7525,918.9386016,970.5834,218.5031799,148.896,2538.267464,137.5308,611.292,1442.340027,1414.709068,2727.822233,60.5115,6244.60105,1460.558506,7011.086414,122.9872133,676.7455487,2192.55566,5391.824909,24373.59078,3138.461732,151.0290436,284.7346139,1248.579479,252.336,1970.115123,1691.33226,1848.721341,601.7166,1940.408809,179.3226,1911.088166,136.340386,1009.320309,164.736,1519.638073,181.4923911,977.4072,1198.771398,259.1405689,198.8217,244.9545,688.9688314,1135.983263,44.9376,12076.43617,71.85120721,139.3875,102.0599861,75.838754,556.594442,123.0804584,1141.3098,1070.871945,243.9444,139.2798,2225.63855,103.0811888,4226.663931,1234.658033,719.9193937,2190.206411,650.5561402,61.00856323,6110.146927,364.656,1890.512095,162.5286,894.4928238,201.7125,5419.505752
947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5319.204379,0,0,0,0,0,0,0,0,0,0,31122.09008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,202.938467,265.6689067,32.13,192.2264932,9.633,92.781,133.371,55.44,42.588,326.0905554,18174.08895,23.403,789.1447233,124.974,154.8755156,52.38769977,98.957276,97.55510559,2029.036293,4220.633531,100.3987222,320.8047224,64.896,550.0034923,72.624,79.81484253,168.048,55.89,180.5838054,78.078,52.455,72.501,581.6439148,63.80869171,36.288,178.554,289.5465546,79.74827902,349.104,371.0565293,123.18,1216.258931,89.84494885,22.815,34.884,184.008,24.111,288.7683501,45.717,43.86,36.72,29.07,35.19,16.83,20.91,33.66,69.342,300.3127625,143.724,21.879,82.33184372,626.8756816,131.721,55.65,1034.996137,23.46,115.8268396,369.012,2196.477563,322.4950635,1190.672756
949,0,0,7.56,0,0,11.187,15.183,0,0,10.845,18100.06233,0,88.4895,139.8492,376.4532918,40.92,13.7133,89.28,0,1686.462881,25.9677,0,0,16.6617,151.4232,20.8731,0,0,0,9.3366,10.098,9.126,0,0,13.143,16.272,0,31.7322,0,12.6975,12.735,31.8531,0,0,42.8622,0,11.0949,16.8102,0,0,0,0,13.29,8.2662,0,0,33.3486,11.7438,28.215,61.9191,24.2544,516.004652,12.735,0,41.28,11.9295,9.2448,77.4864,292.575,12.7125,24.8472
950,148.9204448,1378.388725,1272.627653,32.8755,215.001,422.2176,832.1353954,207.2353885,2553.576421,8369.083943,29865.2191,44.2134,801.2452556,5051.056912,801.3202404,58.3035,145.6379117,52.1904,63.68038898,365.2438266,659.2953721,58.6224,70.53205452,83.2572,17.199,4582.306867,260.2823647,116.6778,10468.17026,18073.87082,16192.90667,3363.261455,303.0336996,18190.64095,25.128,2788.50304,376.7355252,3439.096892,12662.40475,6941.523725,4719.313828,246.5949719,638.3208088,99.4008,0,87.57,155.8737889,28.644,47.92893497,9.7854,105.3972,719.8347809,519.2005848,168.3261,16.0545,33.8577,218.3151,27.183,64.821,1172.613895,147.6483,1186.064156,145.8435461,8.2836,9103.338978,415.1601334,1178.0472,6176.481455,135.5821348,10.182,143.382
951,347.43,10581.10374,1690.446923,164.94,285.7243643,799.29,168.578447,156.309,3041.507303,955.0782865,567.8552344,513.4287012,13100.53033,1865.791827,153.72,35.682,568.3706561,4436.078514,19.2,212.823,114.342,161.034,67.968,118.26,107.58,862.0242012,3566.613875,7191.210592,223.173,1321.38982,678.507,2325.629755,357.9710852,3913.845671,0,3452.194622,107.0715784,2448.342917,1812.077669,52.8,1514.326622,892.523502,26.712,187.0790559,4544.470787,18072.65609,106.9559443,377.157,140.4628198,3088.593807,319.6445848,414.1199011,797.4040154,976.3080527,88.76044922,82.56,333.6817178,152.916,5179.145511,272.201751,1884.098426,98.472,106.848,300.6583286,1906.07669,284.3373765,908.389248,434.8473838,148.944,125.172,3753.901356
952,11.2068,128.13,214.7775,112.9842,9.6795,0,0,0,0,20.1582,49.0482,13.2132,12.597,122.892,116.6334,0,0,0,14.7204,279.378,32.34,36.519,0,13.1757,42.12,11.2596,0,0,0,27.951,0,0,27.726,0,0,0,20.0448,0,0,0,10.194,0,6.8457,14.8335,18.9921,4.8921,10.71,15.9375,11.2134,0,15.1326,0,0,0,0,0,0,7.9464,16.308,14.0751,7.56,24.57,7.224,11.1936,5106.05504,9.1125,20.85999532,18068.37924,27.6192,0,0
953,284.4784676,205.3854,1760.39466,71.85054785,500.421,582.6796315,210.9,307.6634741,744.2105596,3143.479472,452.7447316,18.7812,765.4956825,205.941975,5222.439125,88.0686,333.9477833,1696.802434,5085.614082,18068.31802,1788.409002,22.2684,102.9384,960.6095558,255.5712772,1510.321426,245.5526259,2780.232868,69.8289,1374.227629,119.4195,2214.137244,23.7384,4418.138121,0,334.2144,246.2382,1126.023987,1307.163512,189.7143969,93.69117312,132.5106,100.1106,30.53319924,7.668,6072.731565,511.0697404,121.2629465,78.37366791,147.2165965,66.96,179.4366,321.3882,136.6212,62.2566,183.0741,194.7625509,166.6275,1883.5443,62.1651,1192.879985,94.4022,14.34,150.5883214,2433.598321,1041.233183,1193.225109,1229.3685,95.00883501,20.5722,8915.941204
954,1614.941226,4071.163513,4832.062841,105.8667616,126.06,11834.26889,8041.060716,287.976,14040.50073,3711.727765,6837.676963,364.203,125.307,3124.098284,19992.73978,121.32,873.379667,4425.782169,52147.14232,46063.5435,3248.849329,154.524,124.02,130.878,512.6822812,3346.620861,2836.073208,6397.797501,225.8532078,6177.620038,746.2600056,7496.93134,105.336,3709.457437,187.503,138.9132883,137.379,4251.893959,2603.36952,1226.125358,4567.126348,107.4320105,96.96981555,1013.716822,43.41,438.5160884,204.363,87.516,1208.785753,77.01,315.18,87.70649872,483.3778052,703.2189749,323.5744797,578.734938,589.3883701,1089.966536,3591.126,2419.331964,2466.268199,9447.173941,799.2683928,302.736,18066.65821,7610.906977,4623.373257,39437.42948,1291.506,121.968,13720.15102
955,132.5628,73.5264,67.75918759,16.2264,444.3807885,51.1875,50.4405,1844.001267,16.9785,5323.361817,2203.399985,16.8498,63.8262,64.77,19.9215,0,286.8462,19.5225,24.9288,30.9453,60.60225037,9.5715,55.41831299,19.0269,989.2800836,68.57190967,461.562709,21.099,119.4609838,250.0689,1734.433351,1487.082361,234.6956652,271.0125,159.5025,69.72873413,633.2935636,9.3756,522.1528114,65.301,21.099,148.9065,20.8977,76.14995889,10.296,59.42207212,56.025,32.3538,11.88,18.045,88.92554854,32.49643337,84.6144,396.21,47.52,67.0065,665.2705273,44.17378363,109.8972,22.32,75.60132814,33.813,830.0457232,7.5285,1736.591093,18047.90821,206.1098706,14.0634,10.188,31.3983,48.4653
956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18009.57362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
