CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	shmotifs	topX	topXinNode
465	2209	-30.0102	0	0.919319	0.73839	16		motif_88,NA,NA,NA,NA	
1464	1843	30.0109	0	0.809902	0.53932	16		motif_88,NA,NA,NA,NA	
844	2209	-176.048	0	0.755486	0.637141	16	motif_88	motif_88,NA,NA,NA,NA	motif_88
844	1670	30.013	0	0.887327	0.727208	16	motif_88	motif_88,NA,NA,NA,NA	motif_88
740	811	60.0234	0	0.784027	0.591879	16		motif_88,NA,NA,NA,NA	
465	2260	-30.0103	0	0.802115	0.597299	16		motif_88,NA,NA,NA,NA	
465	811	30.0131	0	0.813873	0.586808	16		motif_88,NA,NA,NA,NA	
811	1831	-30.0129	0	0.785625	0.560163	16		motif_88,NA,NA,NA,NA	
1155	1831	-30.0111	0	0.848252	0.673784	16	motif_88	motif_88,NA,NA,NA,NA	motif_88
1831	2209	-30.0104	0	0.846466	0.726014	16	motif_88	motif_88,NA,NA,NA,NA	motif_88
811	2209	-60.0233	0	0.837143	0.589957	16		motif_88,NA,NA,NA,NA	
740	1831	30.0105	0	0.728547	0.556878	16		motif_88,NA,NA,NA,NA	
227	1155	-146.037	0	0.728339	0.629578	16	motif_88	motif_88,NA,NA,NA,NA	motif_88
322	1705	0.000488281	0	0.897436	0.710237	16		motif_88,NA,NA,NA,NA	
322	1670	0.00262451	0	0.911442	0.773011	16	motif_88	motif_88,NA,NA,NA,NA	motif_88
227	844	-30.0102	0	0.943132	0.775911	16	motif_88	motif_88,NA,NA,NA,NA	motif_88
1670	1843	-0.00231934	0	0.858881	0.633423	16	motif_88	motif_88,NA,NA,NA,NA	motif_88
227	2209	-206.058	0	0.73376	0.637141	16	motif_88	motif_88,NA,NA,NA,NA	motif_88
227	1670	0.00280762	0	0.899044	0.761972	16	motif_88	motif_88,NA,NA,NA,NA	motif_88
811	1155	-0.00183105	0	0.920889	0.798532	16		motif_88,NA,NA,NA,NA	
1464	1670	30.0132	0	0.802123	0.508037	16		motif_88,NA,NA,NA,NA	
1464	1705	30.0111	0	0.822798	0.564964	16		motif_88,NA,NA,NA,NA	
844	1705	30.0109	0	0.888167	0.747696	16		motif_88,NA,NA,NA,NA	
322	844	-30.0104	0	0.899745	0.718939	16	motif_88	motif_88,NA,NA,NA,NA	motif_88
1155	1705	146.038	0	0.718699	0.58471	16		motif_88,NA,NA,NA,NA	
844	1464	-0.000244141	0	0.837835	0.560709	16		motif_88,NA,NA,NA,NA	
127	348	-104.029	0	0.933554	0.768155	17		NA,NA,NA,NA,NA	
127	1660	-266.08	0	0.745751	0.488719	17		NA,NA,NA,NA,NA	
348	1660	-162.051	0	0.776746	0.523055	17		NA,NA,NA,NA,NA	
587	665	308.108	0	0.830829	0.55341	18		NA,NA,NA,NA,NA	
305	1818	18.9941	0	0.908421	0.819947	19	motif_151	motif_151,motif_26,NA,NA,NA	motif_151
1051	1818	327.104	0	0.865933	0.793372	19	motif_151	motif_151,motif_26,NA,NA,NA	motif_151
1521	1818	-109.093	0	0.791873	0.578982	19	motif_151	motif_151,motif_26,NA,NA,NA	motif_151
196	1048	10.0319	0	0.800492	0.640004	19		motif_151,motif_26,NA,NA,NA	
196	1051	-426.173	0	0.779056	0.702902	19		motif_151,motif_26,NA,NA,NA	
166	305	-164.068	0	0.771339	0.745845	19		motif_151,motif_26,NA,NA,NA	
305	1051	-308.11	0	0.92241	0.880755	19	motif_151	motif_151,motif_26,NA,NA,NA	motif_151
166	1521	-35.981	0	0.73099	0.629021	19		motif_151,motif_26,NA,NA,NA	
1048	1818	-109.1	0	0.791873	0.578982	19	motif_151	motif_151,motif_26,NA,NA,NA	motif_151
305	486	-11.0174	0	0.740046	0.702405	19	motif_151	motif_151,motif_26,NA,NA,NA	motif_151
196	1818	-99.0682	0	0.875296	0.767338	19		motif_151,motif_26,NA,NA,NA	
1048	1051	-436.205	0	0.751529	0.532263	19	motif_151	motif_151,motif_26,NA,NA,NA	motif_151
166	1818	-145.074	0	0.776351	0.767338	19		motif_151,motif_26,NA,NA,NA	
1048	1521	-0.00701904	0	1	1	19	motif_151	motif_151,motif_26,NA,NA,NA	motif_151
196	486	-129.08	0	0.72319	0.657634	19		motif_151,motif_26,NA,NA,NA	
166	196	-46.0059	0	0.872241	0.847752	19	motif_26	motif_151,motif_26,NA,NA,NA	motif_26
305	1048	128.094	0	0.797429	0.552639	19	motif_151	motif_151,motif_26,NA,NA,NA	motif_151
196	305	-118.062	0	0.912002	0.787902	19		motif_151,motif_26,NA,NA,NA	
166	1048	-35.974	0	0.73099	0.629021	19		motif_151,motif_26,NA,NA,NA	
486	1818	30.0115	0	0.855923	0.813233	19	motif_151	motif_151,motif_26,NA,NA,NA	motif_151
196	1521	10.0249	0	0.800492	0.640004	19		motif_151,motif_26,NA,NA,NA	
305	1521	128.087	0	0.797429	0.552639	19	motif_151	motif_151,motif_26,NA,NA,NA	motif_151
1051	1521	436.198	0	0.751529	0.532263	19	motif_151	motif_151,motif_26,NA,NA,NA	motif_151
719	1463	-15.9954	0	0.814387	0.703213	21		NA,NA,NA,NA,NA	
87	1804	-98.1033	0	0.719121	0.43468	22		motif_133,NA,NA,NA,NA	
1804	2153	-226.086	0	0.808382	0.523196	22		motif_133,NA,NA,NA,NA	
869	1804	0.000915527	0	0.816601	0.543742	22		motif_133,NA,NA,NA,NA	
87	677	-30.0108	0	0.72917	0.617041	22		motif_133,NA,NA,NA,NA	
87	220	30.011	0	0.812702	0.749412	22	motif_133	motif_133,NA,NA,NA,NA	motif_133
475	2026	-13.9795	0	0.721787	0.512686	22		motif_133,NA,NA,NA,NA	
334	794	0	0	0.78418	0.591376	22		motif_133,NA,NA,NA,NA	
87	794	-178.06	0	0.892805	0.679359	22		motif_133,NA,NA,NA,NA	
334	475	178.061	0	0.78591	0.553808	22		motif_133,NA,NA,NA,NA	
716	2153	-0.00280762	0	0.829051	0.575023	22		motif_133,NA,NA,NA,NA	
87	475	0.0012207	0	0.850398	0.699035	22		motif_133,NA,NA,NA,NA	
87	334	-178.06	0	0.815579	0.628375	22		motif_133,NA,NA,NA,NA	
220	869	-128.115	0	0.724927	0.557385	22	motif_133	motif_133,NA,NA,NA,NA	motif_133
1687	2026	-30.0099	0	0.76542	0.642935	22	motif_133	motif_133,NA,NA,NA,NA	motif_133
475	677	-30.012	0	0.776868	0.668599	22		motif_133,NA,NA,NA,NA	
475	794	-178.061	0	0.807433	0.547425	22		motif_133,NA,NA,NA,NA	
220	475	-30.0098	0	0.864064	0.784972	22		motif_133,NA,NA,NA,NA	
475	869	-98.1054	0	0.74794	0.541704	22		motif_133,NA,NA,NA,NA	
87	2153	-324.189	0	0.700142	0.43468	22		motif_133,NA,NA,NA,NA	
869	2153	-226.085	0	0.739457	0.491811	22		motif_133,NA,NA,NA,NA	
189	918	-15.9946	0	0.858034	0.62975	23		motif_92,NA,NA,NA,NA	
384	1238	14.0157	0	0.710588	0.528211	23		motif_92,NA,NA,NA,NA	
434	1490	-15.9908	0	0.844807	0.663316	23		motif_92,NA,NA,NA,NA	
484	739	146.059	0	0.7016	0.501766	23		motif_92,NA,NA,NA,NA	
189	2115	-178.046	0	0.710212	0.563975	23		motif_92,NA,NA,NA,NA	
680	1490	0.0012207	0	0.817814	0.714684	23		motif_92,NA,NA,NA,NA	
864	1671	-42.0125	0	0.812014	0.63811	23		motif_92,NA,NA,NA,NA	
384	1805	18.0103	0	0.724252	0.574524	23		motif_92,NA,NA,NA,NA	
484	2053	17.9729	0	0.708499	0.564785	23		motif_92,NA,NA,NA,NA	
484	1490	15.996	0	0.784062	0.68283	23		motif_92,NA,NA,NA,NA	
1490	2053	1.97687	0	0.774264	0.672932	23		motif_92,NA,NA,NA,NA	
576	739	0.00738525	0	0.739232	0.579344	23	motif_92	motif_92,NA,NA,NA,NA	motif_92
189	864	-132.044	0	0.796457	0.59986	23		motif_92,NA,NA,NA,NA	
434	680	-15.9921	0	0.798429	0.621407	23		motif_92,NA,NA,NA,NA	
251	739	42.0089	0	0.705	0.459578	23		motif_92,NA,NA,NA,NA	
251	952	15.9903	0	0.733181	0.543796	23		motif_92,NA,NA,NA,NA	
680	2053	1.97809	0	0.742942	0.642232	23		motif_92,NA,NA,NA,NA	
434	2053	-14.014	0	0.766601	0.593065	23		motif_92,NA,NA,NA,NA	
918	1805	48.0197	0	0.701783	0.535096	23		motif_92,NA,NA,NA,NA	
384	918	-30.0093	0	0.810554	0.565929	23		motif_92,NA,NA,NA,NA	
434	484	-31.9869	0	0.797092	0.611867	23		motif_92,NA,NA,NA,NA	
484	680	15.9948	0	0.822464	0.689452	23		motif_92,NA,NA,NA,NA	
189	739	144.08	0	0.716988	0.492897	23		motif_92,NA,NA,NA,NA	
421	972	-14.016	0	0.899018	0.755692	24		motif_127,motif_30,NA,NA,NA	
421	1443	-162.052	0	0.8632	0.68515	24		motif_127,motif_30,NA,NA,NA	
686	972	15.9942	0	0.867647	0.706962	24		motif_127,motif_30,NA,NA,NA	
421	686	-30.0102	0	0.887784	0.728478	24		motif_127,motif_30,NA,NA,NA	
701	972	225.038	0	0.710983	0.708321	24	motif_127	motif_127,motif_30,NA,NA,NA	motif_127
1287	1443	-13.0193	0	0.796	0.405939	24		motif_127,motif_30,NA,NA,NA	
358	972	183.026	0	0.842943	0.844271	24	motif_127,motif_30	motif_127,motif_30,NA,NA,NA	motif_127,motif_30
358	421	197.042	0	0.757524	0.745515	24		motif_127,motif_30,NA,NA,NA	
1201	1509	-14.0166	0	0.771696	0.668216	25	motif_117	motif_167,motif_66,motif_117,motif_128,motif_145	motif_117
1899	1996	14.0159	0	0.831753	0.705339	25		motif_167,motif_66,motif_117,motif_128,motif_145	
1753	1899	60.001	0	0.788614	0.637285	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
1899	2029	-44.0026	0	0.777948	0.57652	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
720	738	306.271	0	0.880182	0.70262	25	motif_167,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167,motif_66
738	921	-162.053	0	0.863447	0.838067	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
310	497	58.0072	0	0.818014	0.604968	25	motif_145	motif_167,motif_66,motif_117,motif_128,motif_145	motif_145
880	1996	-162.051	0	0.817702	0.811462	25	motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_66
921	1152	-144.219	0	0.8559	0.666149	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
601	1201	142.26	0	0.808335	0.551873	25	motif_117,motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_117,motif_167
720	1152	-0.00140381	0	0.871287	0.726417	25	motif_167,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167,motif_66
720	1037	188.244	0	0.867969	0.70262	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
1152	2029	100.217	0	0.821336	0.642915	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
1753	2029	15.9984	0	0.767049	0.57652	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
921	2029	-44.0014	0	0.872106	0.57652	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
720	880	320.286	0	0.824415	0.70262	25	motif_167,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167,motif_66
601	1996	160.25	0	0.836044	0.705339	25	motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_66
267	1634	-0.000915527	0	0.878018	0.761144	25	motif_117	motif_167,motif_66,motif_117,motif_128,motif_145	motif_117
267	738	308.286	0	0.783388	0.613542	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
1356	2029	-10.0169	0	0.791201	0.649169	25		motif_167,motif_66,motif_117,motif_128,motif_145	
601	738	308.286	0	0.932445	0.853384	25	motif_167,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167,motif_66
921	1899	0.0012207	0	0.881415	0.791798	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
15	280	-15.9936	0	0.828443	0.692998	25	motif_117,motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_117,motif_167
880	1037	-132.042	0	0.878714	0.915883	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
601	1152	2.01361	0	0.900338	0.726417	25	motif_167,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167,motif_66
1037	1899	-44.0255	0	0.88747	0.791798	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
1753	1996	74.0169	0	0.798229	0.637285	25		motif_167,motif_66,motif_117,motif_128,motif_145	
601	1634	-0.000976562	0	0.804423	0.530523	25	motif_117,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_117,motif_66
1152	1899	144.22	0	0.788161	0.726417	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
1037	2029	-88.0281	0	0.861483	0.57652	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
15	497	43.9888	0	0.840932	0.635338	25		motif_167,motif_66,motif_117,motif_128,motif_145	
1152	1201	140.246	0	0.843484	0.61793	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
601	720	2.01501	0	0.935145	0.73912	25	motif_117,motif_167,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_117,motif_167,motif_66
1201	1899	3.97372	0	0.835266	0.551873	25	motif_117,motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_117,motif_167
720	1634	-2.01599	0	0.859406	0.6917	25	motif_117,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_117,motif_66
601	921	146.233	0	0.87551	0.809604	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
720	921	144.217	0	0.874116	0.76282	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
720	1337	290.275	0	0.799089	0.568507	25	motif_167,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167,motif_66
267	280	-101.995	0	0.793151	0.518932	25	motif_117,motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_117,motif_167
15	310	-14.0184	0	0.899328	0.713678	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
921	1753	-59.9998	0	0.847709	0.637285	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
1152	1996	158.236	0	0.817001	0.666149	25	motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_66
1037	1152	-188.246	0	0.867851	0.666149	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
738	1201	-166.026	0	0.793416	0.551873	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
1753	1853	-76.0175	0	0.792702	0.526499	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
921	1201	-3.9725	0	0.840662	0.551873	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
1037	1996	-30.0096	0	0.910783	0.705339	25		motif_167,motif_66,motif_117,motif_128,motif_145	
1037	1201	-47.9992	0	0.851291	0.551873	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
921	1037	44.0267	0	0.958734	0.823322	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
738	1037	-118.026	0	0.904206	0.870186	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
1201	1356	-30.012	0	0.836923	0.690052	25		motif_167,motif_66,motif_117,motif_128,motif_145	
15	2182	-15.9935	0	0.807831	0.66597	25	motif_128,motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_128,motif_167
280	726	101.994	0	0.777222	0.588913	25	motif_117	motif_167,motif_66,motif_117,motif_128,motif_145	motif_117
267	720	2.01508	0	0.870105	0.693499	25	motif_117,motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_117,motif_167
738	1899	-162.052	0	0.768173	0.791798	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
601	1037	190.259	0	0.901885	0.853384	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
738	1152	-306.272	0	0.875083	0.666149	25	motif_167,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167,motif_66
601	880	322.301	0	0.888716	0.853384	25	motif_167,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167,motif_66
720	1996	158.235	0	0.817217	0.70262	25	motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_66
1996	2029	-58.0185	0	0.82558	0.57652	25		motif_167,motif_66,motif_117,motif_128,motif_145	
1201	2029	-40.0289	0	0.851755	0.714149	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
738	880	14.0155	0	0.964497	0.879216	25	motif_167,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167,motif_66
738	1996	-148.036	0	0.832341	0.705339	25	motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_66
267	601	6.10352e-05	0	0.856846	0.613542	25	motif_117,motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_117,motif_167
880	1152	-320.287	0	0.833547	0.666149	25	motif_167,motif_66	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167,motif_66
1496	1753	15.9948	0	0.857901	0.783509	25	motif_167	motif_167,motif_66,motif_117,motif_128,motif_145	motif_167
921	1996	14.0171	0	0.913978	0.705339	25		motif_167,motif_66,motif_117,motif_128,motif_145	
49	409	-132.043	0	0.854431	0.716448	27	motif_174	motif_174,NA,NA,NA,NA	motif_174
49	1551	-8.04358	0	0.73685	0.457094	27		motif_174,NA,NA,NA,NA	
409	2152	-144.041	0	0.748618	0.478715	27		motif_174,NA,NA,NA,NA	
1068	1219	27.9973	0	0.912753	0.831493	28		NA,NA,NA,NA,NA	
422	702	0.000793457	0	0.779675	0.600054	29	motif_199	motif_199,NA,NA,NA,NA	motif_199
247	1067	-2.01529	0	0.949323	0.866062	32		NA,NA,NA,NA,NA	
852	1067	-14.017	0	0.913977	0.825162	32		NA,NA,NA,NA,NA	
247	852	12.0017	0	0.90514	0.829519	32		NA,NA,NA,NA,NA	
1066	1385	13.9943	0	0.760687	0.629175	33		NA,NA,NA,NA,NA	
1385	1785	1.97961	0	0.75232	0.572809	33		NA,NA,NA,NA,NA	
1314	1693	-162.052	0	0.80177	0.657958	33		NA,NA,NA,NA,NA	
1693	1785	148.036	0	0.706941	0.506958	33		NA,NA,NA,NA,NA	
1314	1785	-14.0161	0	0.820716	0.667389	33		NA,NA,NA,NA,NA	
1066	1785	15.9739	0	0.790989	0.685403	33		NA,NA,NA,NA,NA	
24	54	16.0313	0	0.885459	0.717805	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
22	1103	-13.9788	0	0.858738	0.617364	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1108	2095	14.0155	0	0.818063	0.743773	34		motif_172,motif_153,motif_60,motif_138,motif_173	
44	1110	-76.0528	0	0.974555	0.826929	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1105	1297	18.0094	0	0.724283	0.463856	34		motif_172,motif_153,motif_60,motif_138,motif_173	
225	410	-452.291	0	0.917305	0.698783	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1297	2080	42.011	0	0.767297	0.566589	34		motif_172,motif_153,motif_60,motif_138,motif_173	
641	1108	-60.0231	0	0.873335	0.665909	34		motif_172,motif_153,motif_60,motif_138,motif_173	
146	1412	30.0109	0	0.869144	0.550349	34		motif_172,motif_153,motif_60,motif_138,motif_173	
289	1715	-14.014	0	0.832274	0.620095	34		motif_172,motif_153,motif_60,motif_138,motif_173	
38	289	14.014	0	0.80852	0.595501	34		motif_172,motif_153,motif_60,motif_138,motif_173	
539	840	-48.0217	0	0.874109	0.560263	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
935	2006	18.0469	0	0.731881	0.681569	34	motif_60	motif_172,motif_153,motif_60,motif_138,motif_173	motif_60
935	1189	-13.979	0	0.839277	0.618646	34		motif_172,motif_153,motif_60,motif_138,motif_173	
243	1533	-15.9942	0	0.848414	0.631813	34	motif_153	motif_172,motif_153,motif_60,motif_138,motif_173	motif_153
849	2051	-46.006	0	0.720588	0.533544	34		motif_172,motif_153,motif_60,motif_138,motif_173	
22	533	-29.9724	0	0.715933	0.486032	34		motif_172,motif_153,motif_60,motif_138,motif_173	
533	727	-0.00256348	0	0.968555	0.803251	34		motif_172,motif_153,motif_60,motif_138,motif_173	
243	538	14.0159	0	0.724224	0.505489	34		motif_172,motif_153,motif_60,motif_138,motif_173	
538	2095	-60.0216	0	0.746803	0.559334	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
44	298	-30.0125	0	0.925917	0.658343	34		motif_172,motif_153,motif_60,motif_138,motif_173	
978	1737	27.9953	0	0.825787	0.546277	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1680	2162	2.0159	0	0.915722	0.905251	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
54	1110	-60.0566	0	0.959461	0.747974	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
724	2022	43.9894	0	0.79269	0.46735	34		motif_172,motif_153,motif_60,motif_138,motif_173	
771	1108	-30.0107	0	0.801212	0.587999	34	motif_153	motif_172,motif_153,motif_60,motif_138,motif_173	motif_153
298	2022	27.9958	0	0.910729	0.608343	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
1110	1680	74.0367	0	0.887067	0.723327	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
298	1110	-46.0403	0	0.929333	0.645039	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
146	840	-0.000518799	0	1	1	34		motif_172,motif_153,motif_60,motif_138,motif_173	
840	1412	30.0114	0	0.869144	0.550349	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
629	1103	15.9956	0	0.881702	0.62843	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1701	2043	-0.00192261	0	0.800834	0.648675	34	motif_153	motif_172,motif_153,motif_60,motif_138,motif_173	motif_153
44	653	-76.0526	0	0.939165	0.78529	34		motif_172,motif_153,motif_60,motif_138,motif_173	
727	1103	15.9962	0	0.884408	0.695699	34		motif_172,motif_153,motif_60,motif_138,motif_173	
22	501	-29.9745	0	0.703602	0.444003	34		motif_172,motif_153,motif_60,motif_138,motif_173	
225	1960	-64.0154	0	0.772805	0.589142	34		motif_172,motif_153,motif_60,motif_138,motif_173	
154	298	-2.0159	0	0.897538	0.660694	34		motif_172,motif_153,motif_60,motif_138,motif_173	
622	653	-46.0405	0	0.922839	0.759419	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
771	1680	43.9904	0	0.792595	0.609449	34		motif_172,motif_153,motif_60,motif_138,motif_173	
54	1108	-60.021	0	0.906564	0.720774	34		motif_172,motif_153,motif_60,motif_138,motif_173	
533	1103	15.9936	0	0.881702	0.62843	34		motif_172,motif_153,motif_60,motif_138,motif_173	
298	653	-46.0401	0	0.897889	0.686282	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
724	2095	-15.9956	0	0.775123	0.57243	34		motif_172,motif_153,motif_60,motif_138,motif_173	
533	849	31.9882	0	0.72969	0.458583	34		motif_172,motif_153,motif_60,motif_138,motif_173	
641	2162	15.9939	0	0.923246	0.72726	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
539	2006	-15.9954	0	0.751283	0.588682	34		motif_172,motif_153,motif_60,motif_138,motif_173	
54	298	-14.0163	0	0.925215	0.717702	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
622	641	14.018	0	0.924294	0.72726	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
243	724	-30.0101	0	0.816883	0.583229	34		motif_172,motif_153,motif_60,motif_138,motif_173	
2033	2043	14.0147	0	0.752974	0.623195	34		motif_172,motif_153,motif_60,motif_138,motif_173	
22	935	0	0	0.818417	0.547268	34		motif_172,motif_153,motif_60,motif_138,motif_173	
22	38	-14.016	0	0.717063	0.589442	34		motif_172,motif_153,motif_60,motif_138,motif_173	
727	849	31.9908	0	0.745694	0.549359	34		motif_172,motif_153,motif_60,motif_138,motif_173	
44	641	-15.9941	0	0.938056	0.72726	34		motif_172,motif_153,motif_60,motif_138,motif_173	
22	727	-29.975	0	0.721016	0.547268	34		motif_172,motif_153,motif_60,motif_138,motif_173	
146	243	32.0264	0	0.819174	0.583645	34		motif_172,motif_153,motif_60,motif_138,motif_173	
538	771	-44.0264	0	0.804215	0.637101	34		motif_172,motif_153,motif_60,motif_138,motif_173	
653	2162	76.0524	0	0.926824	0.78529	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
154	519	11.999	0	0.896343	0.737951	34	motif_153	motif_172,motif_153,motif_60,motif_138,motif_173	motif_153
724	1680	43.99	0	0.723767	0.503391	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1103	1854	4.03201	0	0.851298	0.664029	34		motif_172,motif_153,motif_60,motif_138,motif_173	
24	840	-15.9954	0	0.861651	0.558837	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
622	2022	27.9954	0	0.9449	0.696427	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
154	1680	25.9805	0	0.879314	0.840131	34		motif_172,motif_153,motif_60,motif_138,motif_173	
935	1103	-13.9788	0	0.863357	0.729838	34		motif_172,motif_153,motif_60,motif_138,motif_173	
44	1680	-2.01611	0	0.885623	0.816077	34		motif_172,motif_153,motif_60,motif_138,motif_173	
629	727	-0.000610352	0	0.968555	0.803251	34	motif_60	motif_172,motif_153,motif_60,motif_138,motif_173	motif_60
44	622	-30.0121	0	0.963802	0.797572	34		motif_172,motif_153,motif_60,motif_138,motif_173	
225	771	-48.02	0	0.753679	0.551399	34	motif_153	motif_172,motif_153,motif_60,motif_138,motif_173	motif_153
519	641	0.00350952	0	0.846999	0.665909	34		motif_172,motif_153,motif_60,motif_138,motif_173	
54	154	-12.0004	0	0.938377	0.769263	34		motif_172,motif_153,motif_60,motif_138,motif_173	
727	935	29.975	0	0.808927	0.68778	34	motif_60	motif_172,motif_153,motif_60,motif_138,motif_173	motif_60
1680	2095	-59.9856	0	0.794366	0.693701	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
1103	1364	15.9946	0	0.8336	0.626283	34		motif_172,motif_153,motif_60,motif_138,motif_173	
539	724	-46.0049	0	0.775682	0.488771	34		motif_172,motif_153,motif_60,motif_138,motif_173	
225	1737	-34.0407	0	0.85163	0.601919	34		motif_172,motif_153,motif_60,motif_138,motif_173	
622	2162	30.0119	0	0.940278	0.742281	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
38	1715	0	0	0.856237	0.74109	34	motif_177	motif_172,motif_153,motif_60,motif_138,motif_173	
298	771	-15.994	0	0.914766	0.792619	34		motif_172,motif_153,motif_60,motif_138,motif_173	
622	1110	-46.0407	0	0.96363	0.770186	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
533	935	29.9724	0	0.801779	0.562988	34		motif_172,motif_153,motif_60,motif_138,motif_173	
146	233	34.0414	0	0.904148	0.560263	34		motif_172,motif_153,motif_60,motif_138,motif_173	
629	849	31.9902	0	0.72969	0.458583	34		motif_172,motif_153,motif_60,motif_138,motif_173	
