CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	shmotifs	topX	topXinNode
243	268	34.0418	0	0.796686	0.614414	34	motif_153	motif_172,motif_153,motif_60,motif_138,motif_173	motif_153
641	653	-60.0585	0	0.900963	0.72726	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
154	2162	27.9964	0	0.964738	0.852642	34		motif_172,motif_153,motif_60,motif_138,motif_173	
44	154	-27.9966	0	0.958466	0.856474	34		motif_172,motif_153,motif_60,motif_138,motif_173	
724	1533	14.0159	0	0.765243	0.493707	34		motif_172,motif_153,motif_60,motif_138,motif_173	
44	54	-15.9962	0	0.967515	0.779509	34		motif_172,motif_153,motif_60,motif_138,motif_173	
771	2095	-15.9952	0	0.870007	0.703368	34		motif_172,motif_153,motif_60,motif_138,motif_173	
22	629	-29.9744	0	0.715933	0.486032	34		motif_172,motif_153,motif_60,motif_138,motif_173	
519	1110	-60.0552	0	0.87357	0.746039	34		motif_172,motif_153,motif_60,motif_138,motif_173	
154	622	-2.0155	0	0.928717	0.759419	34		motif_172,motif_153,motif_60,motif_138,motif_173	
840	1108	-27.9943	0	0.874017	0.603565	34		motif_172,motif_153,motif_60,motif_138,motif_173	
24	622	2.01538	0	0.946163	0.82441	34	motif_138,motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_138,motif_172
233	653	-62.0716	0	0.921384	0.687757	34		motif_172,motif_153,motif_60,motif_138,motif_173	
146	539	48.0212	0	0.874109	0.560263	34		motif_172,motif_153,motif_60,motif_138,motif_173	
225	1023	-42.0472	0	0.917987	0.629711	34	motif_153	motif_172,motif_153,motif_60,motif_138,motif_173	motif_153
1453	1715	-14.0162	0	0.793787	0.625891	34		motif_172,motif_153,motif_60,motif_138,motif_173	
538	724	-44.026	0	0.724833	0.500152	34		motif_172,motif_153,motif_60,motif_138,motif_173	
539	653	-76.0514	0	0.913273	0.687757	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
1103	1189	-0.000183105	0	0.914088	0.720136	34		motif_172,motif_153,motif_60,motif_138,motif_173	
243	840	-32.0269	0	0.819174	0.583645	34		motif_172,motif_153,motif_60,motif_138,motif_173	
44	519	-15.9976	0	0.876328	0.740158	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1189	1364	15.9948	0	0.795718	0.645771	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1297	2051	-30.0111	0	0.735119	0.601495	34		motif_172,motif_153,motif_60,motif_138,motif_173	
519	1680	13.9815	0	0.848983	0.761764	34		motif_172,motif_153,motif_60,motif_138,motif_173	
24	298	2.01498	0	0.977654	0.84497	34	motif_138,motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_138,motif_172
641	1110	-60.0587	0	0.948904	0.780387	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
154	653	-48.056	0	0.910701	0.769263	34		motif_172,motif_153,motif_60,motif_138,motif_173	
225	538	-3.99359	0	0.734545	0.585678	34		motif_172,motif_153,motif_60,motif_138,motif_173	
233	840	-34.0419	0	0.904148	0.560263	34		motif_172,motif_153,motif_60,motif_138,motif_173	
44	2162	-0.000213623	0	0.969776	0.854644	34		motif_172,motif_153,motif_60,motif_138,motif_173	
629	935	29.9744	0	0.801779	0.562988	34	motif_60	motif_172,motif_153,motif_60,motif_138,motif_173	motif_60
533	629	-0.00195312	0	1	1	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1110	2162	76.0526	0	0.956114	0.779518	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
978	2043	14.0158	0	0.762278	0.569153	34		motif_172,motif_153,motif_60,motif_138,motif_173	
54	653	-60.0564	0	0.932241	0.779509	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
268	978	-78.0683	0	0.796511	0.532019	34		motif_172,motif_153,motif_60,motif_138,motif_173	
629	1189	15.9954	0	0.850179	0.631532	34		motif_172,motif_153,motif_60,motif_138,motif_173	
519	539	15.9964	0	0.868772	0.733454	34		motif_172,motif_153,motif_60,motif_138,motif_173	
289	1453	0.00219727	0	0.910241	0.662077	34	motif_173	motif_172,motif_153,motif_60,motif_138,motif_173	motif_173
24	146	-15.9949	0	0.861651	0.558837	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1108	2033	15.9958	0	0.820429	0.661566	34		motif_172,motif_153,motif_60,motif_138,motif_173	
233	1364	-18.0467	0	0.804082	0.626283	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1108	1737	43.99	0	0.798271	0.582562	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1460	2006	-1.9787	0	0.77582	0.565515	34		motif_172,motif_153,motif_60,motif_138,motif_173	
298	622	0.000396729	0	0.952631	0.753503	34	motif_138,motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_138,motif_172
653	1110	-0.000183105	0	0.932241	0.744953	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
724	978	-14.0164	0	0.714987	0.45273	34		motif_172,motif_153,motif_60,motif_138,motif_173	
519	2162	15.9974	0	0.901328	0.786358	34		motif_172,motif_153,motif_60,motif_138,motif_173	
154	641	12.0025	0	0.909667	0.72726	34		motif_172,motif_153,motif_60,motif_138,motif_173	
243	2033	-44.0254	0	0.768076	0.614414	34		motif_172,motif_153,motif_60,motif_138,motif_173	
22	1189	-13.979	0	0.844933	0.617866	34		motif_172,motif_153,motif_60,motif_138,motif_173	
54	2162	15.996	0	0.964943	0.837278	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
298	2162	30.0123	0	0.909767	0.645039	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
54	622	-14.0159	0	0.961234	0.802908	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
771	1412	27.995	0	0.8338	0.611001	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1297	1467	42.0109	0	0.724926	0.566589	34		motif_172,motif_153,motif_60,motif_138,motif_173	
24	641	16.0334	0	0.846222	0.639483	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
54	641	0.00210571	0	0.932155	0.72726	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
146	1108	-27.9948	0	0.874017	0.603565	34		motif_172,motif_153,motif_60,motif_138,motif_173	
1467	2080	0.00012207	0	0.863424	0.841802	34	motif_60	motif_172,motif_153,motif_60,motif_138,motif_173	motif_60
802	2006	16.0308	0	0.817446	0.588682	34		motif_172,motif_153,motif_60,motif_138,motif_173	
289	915	45.9715	0	0.703538	0.636302	34	motif_173	motif_172,motif_153,motif_60,motif_138,motif_173	motif_173
38	1453	14.0162	0	0.794024	0.625891	34		motif_172,motif_153,motif_60,motif_138,motif_173	
533	1189	15.9934	0	0.850179	0.631532	34		motif_172,motif_153,motif_60,motif_138,motif_173	
727	1189	15.996	0	0.857065	0.766157	34		motif_172,motif_153,motif_60,motif_138,motif_173	
233	539	13.9798	0	0.953146	0.908605	34		motif_172,motif_153,motif_60,motif_138,motif_173	
154	1110	-48.0562	0	0.934166	0.727927	34		motif_172,motif_153,motif_60,motif_138,motif_173	
538	1680	-0.0360107	0	0.76763	0.559334	34	motif_172	motif_172,motif_153,motif_60,motif_138,motif_173	motif_172
353	788	26.0178	0	0.799128	0.578957	35		motif_69,NA,NA,NA,NA	
353	1158	-14.0156	0	0.721448	0.55899	35		motif_69,NA,NA,NA,NA	
294	1449	-30.008	0	0.90621	0.735334	35	motif_69	motif_69,NA,NA,NA,NA	motif_69
984	1185	-0.00100708	0	0.926163	0.69623	35		motif_69,NA,NA,NA,NA	
1158	1449	-1.9422	0	0.767719	0.546684	35		motif_69,NA,NA,NA,NA	
294	1550	-0.16452	0	0.880053	0.667424	35	motif_69	motif_69,NA,NA,NA,NA	motif_69
1158	1185	27.9955	0	0.878324	0.664713	35		motif_69,NA,NA,NA,NA	
1449	1550	29.8435	0	0.874439	0.65823	35	motif_69	motif_69,NA,NA,NA,NA	motif_69
984	1158	-27.9965	0	0.819162	0.631619	35		motif_69,NA,NA,NA,NA	
1813	2212	-42.0075	0	0.731107	0.564103	36		NA,NA,NA,NA,NA	
206	1813	84.0191	0	0.713764	0.530432	36		NA,NA,NA,NA,NA	
148	2212	-27.994	0	0.703391	0.524115	36		NA,NA,NA,NA,NA	
148	255	-0.000305176	0	0.85607	0.735846	36		NA,NA,NA,NA,NA	
114	255	-14.0133	0	0.911933	0.804289	36		NA,NA,NA,NA,NA	
255	2212	-27.9937	0	0.706298	0.559673	36		NA,NA,NA,NA,NA	
394	1813	-1.97931	0	0.852945	0.72373	36		NA,NA,NA,NA,NA	
114	1663	-56.0245	0	0.88539	0.795142	36		NA,NA,NA,NA,NA	
206	2212	42.0116	0	0.784757	0.564164	36		NA,NA,NA,NA,NA	
148	206	-70.0056	0	0.706568	0.520019	36		NA,NA,NA,NA,NA	
148	1663	-42.0115	0	0.845714	0.732961	36		NA,NA,NA,NA,NA	
114	1813	0.000488281	0	0.922541	0.83988	36		NA,NA,NA,NA,NA	
148	1813	14.0135	0	0.892056	0.804585	36		NA,NA,NA,NA,NA	
255	1813	14.0138	0	0.871234	0.785335	36		NA,NA,NA,NA,NA	
114	394	1.9798	0	0.854005	0.744464	36		NA,NA,NA,NA,NA	
114	148	-14.013	0	0.929057	0.856088	36		NA,NA,NA,NA,NA	
114	2212	-42.007	0	0.743364	0.589069	36		NA,NA,NA,NA,NA	
255	1663	-42.0112	0	0.844689	0.742639	36		NA,NA,NA,NA,NA	
114	206	-84.0186	0	0.758546	0.600198	36		NA,NA,NA,NA,NA	
1663	1813	56.025	0	0.860747	0.794001	36		NA,NA,NA,NA,NA	
11	1298	-152.014	0	0.787911	0.594324	37	motif_69	motif_69,NA,NA,NA,NA	motif_69
236	937	132.056	0	0.858496	0.736521	37		motif_69,NA,NA,NA,NA	
937	2032	149.995	0	0.749741	0.453063	37		motif_69,NA,NA,NA,NA	
937	1298	-304.025	0	0.763485	0.560117	37		motif_69,NA,NA,NA,NA	
293	1298	168.002	0	0.836897	0.646745	37	motif_69	motif_69,NA,NA,NA,NA	motif_69
11	1333	30.0682	0	0.84839	0.539012	37		motif_69,NA,NA,NA,NA	
236	293	-339.971	0	0.735876	0.401195	37		motif_69,NA,NA,NA,NA	
1143	1298	200.031	0	0.758099	0.562661	37	motif_69	motif_69,NA,NA,NA,NA	motif_69
11	236	19.9548	0	0.882415	0.68188	37		motif_69,NA,NA,NA,NA	
323	937	132.063	0	0.858496	0.736521	37		motif_69,NA,NA,NA,NA	
11	293	-320.016	0	0.792217	0.552854	37	motif_69	motif_69,NA,NA,NA,NA	motif_69
293	1143	-32.0283	0	0.844299	0.700651	37	motif_69	motif_69,NA,NA,NA,NA	motif_69
11	937	152.011	0	0.841261	0.724523	37		motif_69,NA,NA,NA,NA	
323	1298	-171.962	0	0.744343	0.481939	37		motif_69,NA,NA,NA,NA	
293	323	339.964	0	0.735876	0.401195	37		motif_69,NA,NA,NA,NA	
645	2032	-15.9955	0	0.83506	0.687599	37		motif_69,NA,NA,NA,NA	
11	1143	-352.044	0	0.78758	0.543741	37	motif_69	motif_69,NA,NA,NA,NA	motif_69
11	1674	-21.9836	0	0.725708	0.53449	37	motif_69	motif_69,NA,NA,NA,NA	motif_69
323	1333	10.1203	0	0.810557	0.489535	37		motif_69,NA,NA,NA,NA	
1674	2223	19.9489	0	0.807076	0.632912	37	motif_69	motif_69,NA,NA,NA,NA	motif_69
236	1333	10.1134	0	0.810557	0.489535	37		motif_69,NA,NA,NA,NA	
236	323	-0.00689697	0	1	1	37		motif_69,NA,NA,NA,NA	
293	937	472.027	0	0.719307	0.450799	37		motif_69,NA,NA,NA,NA	
236	1298	-171.969	0	0.744343	0.481939	37		motif_69,NA,NA,NA,NA	
11	323	19.9479	0	0.882415	0.68188	37		motif_69,NA,NA,NA,NA	
232	290	0.00183105	0	0.753059	0.473457	38		NA,NA,NA,NA,NA	
717	1087	-9.15527e-05	0	0.747664	0.70123	39	motif_9	motif_9,NA,NA,NA,NA	motif_9
118	360	0.00164795	0	0.97278	0.933059	41		motif_148,NA,NA,NA,NA	
55	1801	85.9782	0	0.846968	0.678839	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
1091	1801	19.9696	0	0.817522	0.684023	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
106	161	19.9712	0	0.868472	0.72503	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
7	829	-31.0409	0	0.829237	0.720366	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
7	161	-11.0723	0	0.902825	0.741501	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
106	226	31.044	0	0.772803	0.613528	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
360	1640	-45.057	0	0.819741	0.742417	41		motif_148,NA,NA,NA,NA	
7	180	-33.9827	0	0.802129	0.712454	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
593	829	-24.0343	0	0.73306	0.63189	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
260	542	6.10352e-05	0	0.885538	0.790933	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
161	226	11.0728	0	0.858013	0.704972	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
55	260	51.9926	0	0.881392	0.720524	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
7	226	0.000549316	0	0.880786	0.73721	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
829	1042	31.0447	0	0.749594	0.614482	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
829	1161	-14.0159	0	0.90476	0.80115	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
618	1640	-14.012	0	0.848237	0.742417	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
106	829	0.00256348	0	0.776655	0.651837	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
175	593	45.0551	0	0.804599	0.677853	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
45	226	43.0432	0	0.739615	0.561647	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
97	161	33.9825	0	0.838305	0.742306	41		motif_148,NA,NA,NA,NA	
1042	1161	-45.0606	0	0.762733	0.619599	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
161	618	-117.025	0	0.772548	0.688501	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
118	161	85.9811	0	0.848943	0.805761	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
161	360	-85.9795	0	0.839285	0.792656	41		motif_148,NA,NA,NA,NA	
180	1042	33.9865	0	0.816857	0.736362	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
226	1161	-45.0573	0	0.836296	0.701955	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
55	542	51.9927	0	0.808441	0.688414	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
226	593	-7.00714	0	0.766718	0.62616	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
360	618	-31.045	0	0.899487	0.8415	41		motif_148,NA,NA,NA,NA	
593	1161	-38.0502	0	0.779846	0.680831	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
7	1091	-65.0269	0	0.752034	0.638865	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
226	829	-31.0414	0	0.827352	0.666363	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
55	1091	66.0086	0	0.781631	0.63507	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
161	1042	11.0761	0	0.832293	0.63715	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
118	1640	-45.0554	0	0.828156	0.742417	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
89	175	-14.0153	0	0.873863	0.765427	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
45	1161	-2.01416	0	0.738299	0.60761	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
106	118	-66.0099	0	0.842762	0.742259	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
97	106	14.0113	0	0.91432	0.854832	41		motif_148,NA,NA,NA,NA	
89	226	38.0469	0	0.734553	0.553441	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
7	106	-31.0435	0	0.809955	0.687498	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
1161	1253	-12.0022	0	0.752285	0.633867	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
360	958	5.9939	0	0.801831	0.640598	41		motif_148,NA,NA,NA,NA	
7	97	-45.0547	0	0.756292	0.600347	41		motif_148,NA,NA,NA,NA	
161	829	-19.9686	0	0.816115	0.633421	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
97	360	-51.997	0	0.898404	0.820087	41		motif_148,NA,NA,NA,NA	
542	1091	14.0159	0	0.824745	0.751746	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
97	958	-46.0031	0	0.724056	0.590433	41		motif_148,NA,NA,NA,NA	
45	1253	-14.0164	0	0.759287	0.606	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
106	1640	-111.065	0	0.789566	0.698189	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
180	2253	0	0	0.757041	0.69548	41		motif_148,NA,NA,NA,NA	
593	1042	7.01044	0	0.740739	0.621811	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
118	958	5.99554	0	0.733256	0.576907	41		motif_148,NA,NA,NA,NA	
97	1640	-97.054	0	0.822707	0.778008	41		motif_148,NA,NA,NA,NA	
260	1801	33.9856	0	0.845015	0.704752	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
89	829	7.00549	0	0.733003	0.570021	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
45	593	36.036	0	0.707722	0.534528	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
542	1801	33.9855	0	0.822676	0.691139	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
618	958	37.0389	0	0.720162	0.561409	41		motif_148,NA,NA,NA,NA	
45	1042	43.0464	0	0.74589	0.639963	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
97	118	-51.9987	0	0.915573	0.853422	41		motif_148,NA,NA,NA,NA	
45	175	-9.01904	0	0.737096	0.512095	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
89	1161	-7.01038	0	0.750578	0.601812	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
89	593	31.0398	0	0.8761	0.772633	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
106	360	-66.0083	0	0.836405	0.759895	41		motif_148,NA,NA,NA,NA	
118	618	-31.0434	0	0.87753	0.812155	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
161	1161	-33.9845	0	0.824361	0.66995	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
97	829	14.0139	0	0.733886	0.596144	41		motif_148,NA,NA,NA,NA	
226	1091	-65.0274	0	0.736745	0.629574	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
97	618	-83.0421	0	0.836379	0.779843	41		motif_148,NA,NA,NA,NA	
226	1042	0.0032959	0	0.830049	0.664944	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
260	1091	14.016	0	0.839633	0.724924	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
106	618	-97.0533	0	0.787029	0.712696	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
7	1042	0.00384521	0	0.894197	0.802132	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
7	593	-7.00659	0	0.748671	0.63189	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
106	1161	-14.0133	0	0.771276	0.665736	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
175	829	21.0208	0	0.72261	0.562756	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
7	1161	-45.0568	0	0.827375	0.720493	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
1042	1091	-65.0307	0	0.739109	0.601176	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
175	1253	-4.99731	0	0.712215	0.520498	41	motif_148	motif_148,NA,NA,NA,NA	motif_148
13	652	166.025	0	0.766909	0.614619	42		NA,NA,NA,NA,NA	
13	2177	-14.0158	0	0.828051	0.635466	42		NA,NA,NA,NA,NA	
13	30	166.025	0	0.766909	0.614619	42		NA,NA,NA,NA,NA	
877	2177	-9.15527e-05	0	1	1	42		NA,NA,NA,NA,NA	
13	877	-14.0157	0	0.828051	0.635466	42		NA,NA,NA,NA,NA	
30	652	0.000305176	0	1	1	42		NA,NA,NA,NA,NA	
13	1084	14.0141	0	0.879478	0.76969	42		NA,NA,NA,NA,NA	
594	1190	-0.000183105	0	0.836486	0.706108	43		NA,NA,NA,NA,NA	
881	1188	15.9962	0	0.847915	0.732377	45		NA,NA,NA,NA,NA	
881	1127	-15.9914	0	0.891967	0.846269	45		NA,NA,NA,NA,NA	
1127	2229	-15.9935	0	0.744238	0.57748	45		NA,NA,NA,NA,NA	
101	671	-15.001	0	0.877733	0.574626	46		motif_123,NA,NA,NA,NA	
282	879	-44.0305	0	0.915582	0.489082	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
329	1019	-76.0474	0	0.917091	0.555446	46		motif_123,NA,NA,NA,NA	
200	473	0.00427246	0	0.925351	0.634256	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
9	473	-14.0142	0	0.933208	0.639803	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
270	879	-176.071	0	0.955693	0.82172	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
472	1555	-14.0255	0	0.918441	0.598633	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
101	579	-15.0049	0	0.897131	0.630022	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
363	472	-86.0372	0	0.917624	0.512171	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
270	1555	-116.056	0	0.927457	0.565006	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
270	363	-15.9931	0	0.933599	0.734854	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
86	183	29.999	0	0.870201	0.53763	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
270	472	-102.03	0	0.923105	0.485647	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
133	282	-15.9955	0	0.916825	0.548521	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
668	1019	-206.118	0	0.92389	0.7087	46		motif_123,NA,NA,NA,NA	
9	181	-15.9925	0	0.91361	0.529592	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
181	282	-28.032	0	0.903916	0.542455	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
9	1555	-28.0393	0	0.905351	0.516512	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
181	363	88.0159	0	0.910277	0.57739	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
183	200	14.0212	0	0.892491	0.503927	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
110	1555	18	0	0.918	0.636187	46		motif_123,NA,NA,NA,NA	
110	1651	30.0461	0	0.895757	0.549366	46		motif_123,NA,NA,NA,NA	
110	363	118.063	0	0.911168	0.514943	46		motif_123,NA,NA,NA,NA	
666	1033	-218.079	0	0.823077	0.487663	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
21	187	-14.0134	0	0.872945	0.569195	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
142	181	-134.019	0	0.904696	0.593376	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
181	879	-72.0625	0	0.915565	0.547192	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
1033	1446	58.0067	0	0.801858	0.501355	46		motif_123,NA,NA,NA,NA	
9	21	-58.0078	0	0.910695	0.617792	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
666	1446	-160.073	0	0.834144	0.428283	46		motif_123,NA,NA,NA,NA	
25	1019	-14.0143	0	0.907848	0.538522	46		motif_123,NA,NA,NA,NA	
1017	1033	-72.0208	0	0.825894	0.54151	46		motif_123,NA,NA,NA,NA	
21	58	29.9789	0	0.875004	0.511067	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
181	472	1.9787	0	0.923891	0.597413	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
25	329	62.0331	0	0.909371	0.608856	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
58	110	-18.0105	0	0.888988	0.56848	46		motif_123,NA,NA,NA,NA	
655	2189	18.0467	0	0.878235	0.596722	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
142	270	-30.0102	0	0.927305	0.666634	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
133	329	14.01	0	0.91918	0.62393	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
110	2189	18.0467	0	0.868283	0.4976	46		motif_123,NA,NA,NA,NA	
68	152	-192.059	0	0.88675	0.558147	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
25	282	32.0276	0	0.919759	0.609686	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
9	200	-14.0185	0	0.939909	0.651576	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
925	1446	-2.02081	0	0.80435	0.585595	46		motif_123,NA,NA,NA,NA	
270	282	-132.041	0	0.925442	0.510456	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
58	200	14.0103	0	0.896395	0.522478	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
142	1555	-146.066	0	0.910913	0.602254	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
666	2189	-144.04	0	0.856088	0.528277	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
329	1555	-14.0203	0	0.916954	0.650715	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
58	152	-31.9894	0	0.893487	0.574976	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
108	668	-1.97015	0	0.903943	0.626153	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
282	329	30.0055	0	0.913773	0.575784	46	motif_123	motif_123,NA,NA,NA,NA	motif_123
472	1019	-76.0527	0	0.912843	0.485647	46		motif_123,NA,NA,NA,NA	
